Claart,Fecrem,Cant
05COLPVC4,14/11/22,2.0
04HTAQ14,14/11/22,2.0
06PIJ8112,14/11/22,2.0
06BRC144,14/11/22,1.0
01ALREC,14/11/22,2.0
06GRAPG114,14/11/22,1.0
0648690,14/11/22,15.0
01LADR5,14/11/22,20.0
01CEMCAZ50,15/11/22,2.0
05NTG3812,15/11/22,1.0
05COPCP12,15/11/22,1.0
05ADAPMC12,15/11/22,1.0
01CEMCAZ50,15/11/22,4.0
01ES,15/11/22,1.0
01YEM,15/11/22,1.0
0622171,15/11/22,1.0
SRVBASIND,15/11/22,1.0
01CEMCAZ50,15/11/22,3.0
01ARM204,15/11/22,2.0
01VAR38,15/11/22,1.0
0848215,15/11/22,1.0
01CEMCAZ50,15/11/22,2.0
SRVBASIND,15/11/22,1.0
01CEMCAZ50,15/11/22,5.0
01ARM204,15/11/22,2.0
SRVBASIND,15/11/22,1.0
01CEMCAZ50,15/11/22,1.0
01CAL,15/11/22,1.0
03PP10020,15/11/22,6.2
03PTR34,15/11/22,12.6
04HPASR10,15/11/22,1.0
04HSI2176,15/11/22,0.5
01CAL,15/11/22,1.0
06MANPNT38,15/11/22,12.0
03PC12518,15/11/22,14.4
04HSO13332,15/11/22,1.0
03ANG18114,15/11/22,4.8
03ANG181,15/11/22,3.7
01CEMCAZ50,15/11/22,3.0
01ALREC,15/11/22,2.0
06GRAPG,15/11/22,0.5
01CEMCAZ50,15/11/22,3.0
01ALREC,15/11/22,5.0
01CAL,15/11/22,1.0
01CEMCAZ50,30/11/22,1.0
06CLA212,30/11/22,1.0
06YESKG,15/11/22,3.0
0621395,15/11/22,1.0
01YEM,15/11/22,1.0
05TUBPL34,15/11/22,4.0
06VALVCO14,15/11/22,1.0
05CONP34,15/11/22,2.0
05CONPL34,15/11/22,2.0
08PVAL34,15/11/22,1.0
05TP34,15/11/22,3.0
04HPPB14112,15/11/22,10.0
04HCDAD,15/11/22,1.0
0614223,15/11/22,2.0
01LADR5,15/11/22,100.0
06ALPN34,15/11/22,1.0
06GRAPG,15/11/22,2.0
06PIJM8X1,15/11/22,100.0
0644345,15/11/22,200.0
04HDCM14,15/11/22,1.0
04HSI2178,15/11/22,2.0
01CEMMCA50,15/11/22,3.0
0848221,15/11/22,1.0
01YEM,16/11/22,1.0
05ABRTO12,16/11/22,5.0
04HTAQ516,16/11/22,10.0
06PIJ8112,16/11/22,10.0
05CPHC401245,16/11/22,1.0
05TUBPVCHA12,16/11/22,1.0
05CODPVCH12,16/11/22,1.0
06YESKG,16/11/22,0.5
01CEMMCA50,16/11/22,2.0
0619204,16/11/22,1.0
01CEMCAZ50,16/11/22,10.0
06ESPON,16/11/22,3.0
04HCEPLL,16/11/22,1.0
08TOR141,16/11/22,2.0
08TOR14112,16/11/22,2.0
08TUER14,16/11/22,4.0
08RON14,16/11/22,4.0
06ALPN34,16/11/22,1.0
05ADAPMPVCH2,16/11/22,2.0
06CINT34,16/11/22,1.0
06BOQUILCH,16/11/22,1.0
06BRF316,16/11/22,1.0
06BOQUILCH,16/11/22,1.0
05TEEPL34,16/11/22,6.0
05CODPL34,16/11/22,10.0
05TP34,16/11/22,10.0
05TUBPL34,16/11/22,5.0
05COFG38383,16/11/22,1.0
0646154,16/11/22,1.0
0647311,16/11/22,1.0
01PAB,16/11/22,1.0
08TAPAC,16/11/22,1.0
0848134,16/11/22,1.0
08APASA,16/11/22,1.0
087595,16/11/22,4.0
06T501,16/11/22,1.0
06BRIC2,16/11/22,1.0
04HPACP2,16/11/22,1.0
087595,16/11/22,2.0
06BOQUILCH,16/11/22,2.0
01CEMCAZ50,16/11/22,1.0
05THC1240,16/11/22,1.0
05THC1240,16/11/22,1.0
0649191,16/11/22,1.0
01CEMCAZ50,16/11/22,1.0
04HDDC412,16/11/22,3.0
01CEMCAZ50,16/11/22,6.0
01LADRIDLL,16/11/22,300.0
01EST123,16/11/22,6.0
01MALSOL10,16/11/22,100.0
06AP15T,16/11/22,2.0
06GRAPG114,16/11/22,2.0
03M22520,16/11/22,5.8
03PP10020,16/11/22,6.2
03127TDC20,16/11/22,14.1
04HBISL3,16/11/22,3.0
04HPASR05,16/11/22,2.0
03PTR11414,16/11/22,5.4
03PERC050,16/11/22,5.6
03121CH20,16/11/22,3.0
04HPER,16/11/22,1.0
04HCR,16/11/22,2.0
08TOR381,17/11/22,1.0
08TUER38,17/11/22,1.0
06DD781,17/11/22,3.0
06GUANH,17/11/22,1.0
06PL4,17/11/22,2.0
05CODPVC245,17/11/22,5.0
05YEEPVC2,17/11/22,1.0
05PEGAD120,17/11/22,1.0
02COME28,17/11/22,1.0
06T501,17/11/22,2.0
01CAS651,17/11/22,10.0
03LA10126400,17/11/22,2.0
SRVBASIND,17/11/22,1.0
01ES,17/11/22,1.0
01PAB,17/11/22,1.0
06LLAN15403,17/11/22,1.0
05VAL12,17/11/22,1.0
01CEMCAZ50,17/11/22,2.0
01ARM204,17/11/22,2.0
01ALREC,17/11/22,0.5
03PTR34,17/11/22,12.6
06MANGPN,17/11/22,1.2
04HPPB3,17/11/22,4.0
06CLAC212,17/11/22,0.1
06MANGPN,17/11/22,5.0
04HREM53218,17/11/22,100.0
0846711,17/11/22,2.0
08ROS4,17/11/22,16.0
08FZA512,17/11/22,2.0
0646180,17/11/22,8.0
0646617,17/11/22,8.0
08FZA5129S,17/11/22,1.0
SRVBASIND,17/11/22,1.0
08PVAL34,17/11/22,1.0
05COPL34,17/11/22,10.0
05TUBPL34,17/11/22,3.0
05CODPL34,17/11/22,15.0
05TP34,17/11/22,7.0
05TEEPL34,17/11/22,7.0
06CEMKG,17/11/22,2.0
0545065,17/11/22,1.0
0649242,17/11/22,1.0
05COLPVC4,17/11/22,1.0
01CEMCAZ50,17/11/22,1.0
05TUBPVCL112,17/11/22,3.0
05COPPVC112,17/11/22,1.0
04HPPB141,17/11/22,100.0
0610068,17/11/22,1.0
05REDGAL11212,17/11/22,1.0
05CONPL12,17/11/22,2.0
05CODPL12,17/11/22,1.0
0649061,17/11/22,1.0
05TUEP12,17/11/22,1.0
05TUBPL12,17/11/22,1.0
05REDGALVB134,17/11/22,1.0
05NIPGAL343,17/11/22,1.0
05EMPM,17/11/22,1.0
06CINT34,17/11/22,1.0
0644486,17/11/22,14.0
01CEMCAZ50,17/11/22,5.0
06PEGTAC34,17/11/22,1.0
01CEMCAZ50,17/11/22,3.0
04ASH0610,29/11/22,6.0
04HDISC,17/11/22,1.0
04HDISCLF,17/11/22,1.0
06YESKG,18/11/22,3.0
06PES300A,18/11/22,4.0
08FZA531,18/11/22,1.0
04HDDC412,18/11/22,1.0
SRVBASIND,18/11/22,1.0
01CEMCAZ50,18/11/22,5.0
01CEMCAZ50,18/11/22,15.0
0612590,18/11/22,3.0
0624091,18/11/22,1.0
01PAB,18/11/22,4.0
01CAL,18/11/22,2.0
08BICPALG,18/11/22,2.0
0612972,18/11/22,1.0
04HPALCN,18/11/22,1.0
01CEMCAZ50,18/11/22,1.0
0610791,18/11/22,1.0
04HDISC,18/11/22,3.0
05CODPVC645,18/11/22,1.0
05TUBPL12,18/11/22,1.0
05CODPL12,18/11/22,3.0
05CONPH12,18/11/22,1.0
05NIPPVCIN12,18/11/22,4.0
06ABRASF6,18/11/22,8.0
03103TS20,18/11/22,6.4
03154JUN20,18/11/22,1.2
04HSI2178,18/11/22,1.0
04HSI2176,18/11/22,1.0
06CINAIS6018,18/11/22,5.0
01CEMCAZ50,18/11/22,2.0
0622171,18/11/22,1.0
0646253,18/11/22,1.0
01CEMCAZ50,18/11/22,2.0
06VALVCH,18/11/22,1.0
05TUEP12,18/11/22,2.0
05REDGALVB134,18/11/22,1.0
06CINT12,18/11/22,10.0
03PTR34,18/11/22,25.2
04HSI2178,18/11/22,1.0
04DISCAU778,18/11/22,6.0
05CUECER,18/11/22,1.0
03PERC050,18/11/22,16.8
03PTR11414,18/11/22,21.6
01ES,18/11/22,1.0
01CEMCAZ50,18/11/22,3.0
05THC1240,18/11/22,1.0
05CODPVC290,18/11/22,3.0
01CEMCAZ50,18/11/22,1.0
04HTAQ516,18/11/22,10.0
06PIJ8112,18/11/22,10.0
05COFLEXC,18/11/22,1.0
06ACE31,18/11/22,1.0
06ACE31,18/11/22,1.0
01CEMCAZ50,18/11/22,2.0
06CODP3,18/11/22,20.0
05NIPPVCIN12,19/11/22,1.0
06PEGAMM,19/11/22,4.0
04TMRG,19/11/22,5.0
08POL1234,19/11/22,35.0
02TORFOSF,19/11/22,20.0
06LIJAJ7380,19/11/22,1.0
06BRF964,19/11/22,1.0
03PR20020,19/11/22,9.6
01VAR38,19/11/22,5.0
01CEMCAZ50,19/11/22,1.0
05TUHC402,19/11/22,1.0
05ADAPMPVCH2,19/11/22,1.0
05PEGAD120,19/11/22,1.0
06BRIC6,19/11/22,1.0
02COME28,19/11/22,3.0
06TAQ14,19/11/22,15.0
06BRC144,19/11/22,1.0
03PTR21214,19/11/22,22.5
08TOR7164,19/11/22,6.0
08TUER716,19/11/22,6.0
08RON716,19/11/22,6.0
08RONP716,19/11/22,6.0
03LN31018,19/11/22,1.0
04HDILA,19/11/22,1.0
06BRF1764,19/11/22,1.0
06RODM4,19/11/22,1.0
01ES,19/11/22,1.0
01ALREC,19/11/22,10.0
01ADN,19/11/22,47.0
03PR20018,19/11/22,52.8
03RIEL18,19/11/22,7.4
04HCR16,19/11/22,10.0
04TMRG,19/11/22,6.0
03PC10018,19/11/22,8.7
03ANG181,19/11/22,3.7
03ANG1834,19/11/22,2.8
03PTR4414,19/11/22,18.2
05TUBGALV5138,19/11/22,0.5
0644021,19/11/22,3.0
05LLAAST,19/11/22,1.0
05CODOPLUSMACHO,19/11/22,1.0
05COFLEXWCC,19/11/22,1.0
05CODC1290,19/11/22,1.0
06SOL1,19/11/22,1.0
0846509,19/11/22,1.0
06CADG18,19/11/22,1.0
0644021,19/11/22,1.0
03PP40018,22/11/22,35.2
03SOL141211,22/11/22,19.0
03PTR34,22/11/22,18.9
08POL12,22/11/22,6.0
03PTR34,22/11/22,37.8
03PERC050,22/11/22,2.8
SRVBASIND,22/11/22,1.0
06CLAC3,22/11/22,0.5
08CAJO4R,22/11/22,2.0
05TEECPVCC12,22/11/22,8.0
06CINAIS6018,22/11/22,1.0
06CLA212,22/11/22,2.0
06CLA4,22/11/22,2.0
06CLA212,22/11/22,1.0
06CLA4,22/11/22,1.0
08RONP14,22/11/22,32.0
08TUER14,22/11/22,32.0
04HPPB141,22/11/22,8.0
08TOR141,22/11/22,32.0
08RON14,22/11/22,32.0
02COME28,22/11/22,2.0
06BRIC2,22/11/22,1.0
06BRIC4,22/11/22,1.0
01CEMCAZ50,22/11/22,10.0
01CEMCAZ50,22/11/22,10.0
01CAL,22/11/22,10.0
03PTR210,22/11/22,30.4
04HSO13332,22/11/22,1.0
03PTR4214,22/11/22,27.2
03ANG181,22/11/22,3.7
01CEMCAZ50,22/11/22,2.0
04HREM1818,22/11/22,50.0
06BRF18,22/11/22,1.0
01VAR38,22/11/22,2.0
01ARM204,22/11/22,4.0
0643034,22/11/22,3.0
04HRES,22/11/22,3.0
01ALREC,22/11/22,5.0
0614605,22/11/22,1.0
01CAS651,22/11/22,7.0
05TUBPVCN3,22/11/22,3.0
05TEEPVC3,22/11/22,2.0
05PEGADO50,22/11/22,1.0
06ESPON,22/11/22,2.0
06CLA212,22/11/22,0.5
08TOR143,22/11/22,2.0
08TUER14,22/11/22,2.0
08RON14,22/11/22,2.0
06GUANH,22/11/22,1.0
02PANN2,22/11/22,1.0
06PES300A,22/11/22,1.0
08TORC142,22/11/22,12.0
08RON14,22/11/22,12.0
08TUER14,22/11/22,12.0
03SOL1812,22/11/22,2.0
06CLA212,22/11/22,1.0
01ALREC,22/11/22,1.0
01CEMCAZ50,22/11/22,6.0
06CLAC3,22/11/22,1.0
05VPQ0021,22/11/22,11.0
01LADR5,22/11/22,2.0
04HSEL,22/11/22,1.0
08TORG316112,22/11/22,16.0
08TUE316,22/11/22,17.0
08RON316,22/11/22,17.0
08TORG3162,22/11/22,1.0
06RD9,22/11/22,2.0
06GRAPG,22/11/22,2.0
01ALREC,22/11/22,3.0
03TAB3Z,22/11/22,18.6
01MALSOL6,22/11/22,10.0
03PTR214,22/11/22,35.2
03SOL18112,22/11/22,3.1
01CEMCAZ50,22/11/22,3.0
03VCUA12,22/11/22,14.0
03VCAR12,22/11/22,7.7
03PR40018,22/11/22,15.8
04CUE12,22/11/22,4.0
0643923,22/11/22,1.0
05CALBTC,22/11/22,1.0
05TINRT450,22/11/22,1.0
05COFLEXC,22/11/22,2.0
05PEGAD120,22/11/22,1.0
SRVBASIND,22/11/22,1.0
SRVBASIND,23/11/22,1.0
03LPCR723,23/11/22,1.0
03LA10126300,23/11/22,2.0
03POL36,23/11/22,15.0
04HPPB141,23/11/22,20.0
01CAL,23/11/22,1.0
06CLAC212,23/11/22,20.0
05LLAVEDCD,28/11/22,1.0
SRVBASIND,23/11/22,1.0
04HDISC,23/11/22,1.0
06RAF1,23/11/22,1.0
03SOL182,23/11/22,3.8
03PTR21214,23/11/22,10.6
03SOL1834,23/11/22,2.8
SRVBASIND,23/11/22,1.0
03PTR34,23/11/22,12.6
04DISCAU778,23/11/22,10.0
04HSI2178,23/11/22,1.0
03VRED14,23/11/22,2.8
04JAL,23/11/22,2.0
05PEGADO50,23/11/22,1.0
05CODPL12,23/11/22,2.0
05NIPGAL343,23/11/22,1.0
05NIP34,23/11/22,1.0
05CODGAL3490,23/11/22,2.0
05ADAPHPH1,23/11/22,1.0
05RCH62,23/11/22,1.0
05CONPH12,23/11/22,1.0
05CONPL12,23/11/22,1.0
06CINT34,23/11/22,2.0
03SOL141211,23/11/22,38.0
03LN31018,23/11/22,1.0
03VCUA12,23/11/22,35.0
03PZ12418,23/11/22,8.4
03TM1812,23/11/22,22.0
05COPH1,23/11/22,1.0
0617831,23/11/22,5.0
SRVBASIND,23/11/22,1.0
SRVBASIND,23/11/22,1.0
05CONPL34,23/11/22,2.0
05TEEPL34,23/11/22,1.0
05REDPL3412,23/11/22,1.0
05CONIN34,23/11/22,1.0
05TEEPH1,23/11/22,1.0
05RBPVCH112,23/11/22,1.0
05NIPGAL123,23/11/22,1.0
05ADAPMC12,23/11/22,2.0
0662800,23/11/22,1.0
0615370,23/11/22,1.0
01ES,23/11/22,30.0
0615901,23/11/22,1.0
01CEMB,23/11/22,20.0
01ES,23/11/22,10.0
01ES,23/11/22,2.0
01LADRIDLL,23/11/22,100.0
01ARM204,23/11/22,10.0
08ROS4,23/11/22,4.0
06PIJ8112,23/11/22,8.0
08CAB12,23/11/22,4.0
08FZA5129S,23/11/22,3.0
0648274,23/11/22,1.0
05COPH1,23/11/22,1.0
01CEMCAZ50,23/11/22,5.0
01EST1530,23/11/22,3.6
05LLAN12UN,23/11/22,1.0
01CEMCAZ50,23/11/22,2.0
05ABRASF8,23/11/22,3.0
06ABRASF6,23/11/22,3.0
05NIPGAL126,23/11/22,1.0
01CAL,23/11/22,1.0
05COPCP12,23/11/22,2.0
05ADAPHC12,23/11/22,2.0
05CODCP9012,23/11/22,2.0
05ADAPMC12,23/11/22,2.0
05TEECPVCC12,23/11/22,2.0
05TAPCPVC12,23/11/22,2.0
06PES75,23/11/22,1.0
0612589,23/11/22,1.0
06PÎ14112,23/11/22,10.0
04HPPB142,23/11/22,10.0
03154JUN20,30/11/22,1.2
0848024,07/12/22,1.0
SRVBASIND,24/11/22,1.0
01LADRIDLL,24/11/22,500.0
03ANG182,24/11/22,15.4
06CAMON,24/11/22,1.0
01CEMCAZ50,24/11/22,5.0
08CAJO4R,24/11/22,14.0
06CODP12,24/11/22,15.0
04DISCAU778,24/11/22,2.0
08BICPALG,24/11/22,1.0
05TUBCPV12,24/11/22,3.05
08CAB12,24/11/22,10.0
04TMOS105,24/11/22,2.1
01CEMCAZ50,24/11/22,1.0
06GRAPG114,24/11/22,0.4
04HTAQ14,24/11/22,10.0
06PIJ8112,24/11/22,10.0
04HPASR153,24/11/22,1.0
06DD781,24/11/22,2.0
SRVBASIND,24/11/22,1.0
04HSO11332,24/11/22,2.0
08FZA5129S,24/11/22,1.0
04HCEPLL,24/11/22,1.0
SRVBASIND,24/11/22,1.0
01BLO10,24/11/22,420.0
01CEMCAZ50,24/11/22,2.0
04HBISL3,24/11/22,1.0
04HVO11,24/11/22,1.0
06PEN4,24/11/22,1.0
04HSI2178,24/11/22,1.0
04DISCAU778,24/11/22,4.0
06CINAIS6018,24/11/22,1.0
SRVBASIND,24/11/22,1.0
03VRED14,24/11/22,4.2
08CAJO4R,24/11/22,1.0
06CODP12,24/11/22,2.0
0612145,24/11/22,1.0
06MARROB4,24/11/22,1.0
06PESN,24/11/22,1.0
06T501,24/11/22,2.0
04HBISL3,24/11/22,5.0
04HSO11332,24/11/22,0.5
04HPASR05,24/11/22,2.0
06TAQA143,24/11/22,10.0
01ALREC,24/11/22,20.0
05LLAN12UN,24/11/22,1.0
05TUBPL12,24/11/22,5.0
06T501,24/11/22,5.0
06GRB,24/11/22,1.0
SRVBASIND,24/11/22,1.0
01ARM204,24/11/22,9.0
01ARM1538,24/11/22,6.0
01VAR38,24/11/22,1.0
SRVBASIND,24/11/22,1.0
04HDDC7,24/11/22,1.0
0610791,24/11/22,1.0
05CODPVC490,25/11/22,2.0
0613292,25/11/22,1.0
03SOL141211,25/11/22,15.2
08CAJCHR,25/11/22,8.0
08TAC,25/11/22,8.0
06PIJM8X1,25/11/22,100.0
04HTAQ14,25/11/22,100.0
04ALA,25/11/22,26.0
01CEMCAZ50,25/11/22,1.0
06BRF18,25/11/22,1.0
06BRF964,25/11/22,1.0
0617831,25/11/22,1.0
0617624,25/11/22,1.0
01CEMCAZ50,25/11/22,5.0
01ARM12204,25/11/22,5.0
01CEMCAZ50,25/11/22,5.0
01CAL,25/11/22,3.0
06PIJ8112,25/11/22,100.0
08RON14,25/11/22,100.0
04HPPB1434,25/11/22,50.0
04HCDAD,25/11/22,1.0
01BLO15,25/11/22,10.0
0617352,25/11/22,1.0
05ADAPMC12,25/11/22,1.0
05CODCP9012,25/11/22,1.0
05PEGACPVC50,25/11/22,1.0
02TORS212,25/11/22,50.0
0611579,25/11/22,1.0
04PIJHEX,25/11/22,4.0
04DISCAU778,25/11/22,4.0
01CEMB,25/11/22,1.0
06ESPEXP,25/11/22,1.0
01CEMCAZ50,09/12/22,10.0
05GRC212,25/11/22,1.0
04HSI2178,25/11/22,1.0
04HDISC,25/11/22,2.0
0646308,25/11/22,2.0
05PJSR25,25/11/22,1.0
01CEMCAZ50,25/11/22,5.0
04HSO11332,25/11/22,1.0
04HPASR10,25/11/22,1.0
03TM181,25/11/22,8.8
04CAZ1,25/11/22,10.0
0644489,25/11/22,15.0
05DES55850,25/11/22,1.0
03PTR34,25/11/22,9.45
04PRR5,25/11/22,2.0
03PTR11414,25/11/22,10.8
04HSI2178,25/11/22,1.0
03PERC050,25/11/22,2.8
0620401,25/11/22,1.0
06T501,25/11/22,1.0
01VAR38,25/11/22,10.0
SRVBASIND,25/11/22,1.0
05CPHC401245,25/11/22,2.0
05CODPVCH3445,25/11/22,2.0
04SAG,25/11/22,1.0
01SON15,25/11/22,1.0
01SON20,25/11/22,1.0
06RODRUG,25/11/22,1.0
06FEL,25/11/22,2.0
06BRIC4,25/11/22,2.0
02SATS122,25/11/22,5.0
01CEMCAZ50,25/11/22,6.0
06ESPEXP,25/11/22,1.0
06FRANG,25/11/22,1.0
06CUBREBOK,25/11/22,5.0
0617831,25/11/22,1.0
01PAB,26/11/22,5.0
06BOQB,26/11/22,1.0
SRVBASIND,26/11/22,1.0
06BC585,26/11/22,2.0
04HPIM,26/11/22,12.0
04HTAQ14,26/11/22,10.0
06PIJ8112,26/11/22,10.0
06BRF316,26/11/22,1.0
08RON316,26/11/22,12.0
05VPQ0021,26/11/22,1.0
04HRE31638,26/11/22,50.0
08CAJCHR,26/11/22,6.0
06YESKG,26/11/22,4.0
01CEMCAZ50,26/11/22,5.0
06CINAIS6018,26/11/22,1.0
06CODP3,26/11/22,5.0
06CEMBKG,26/11/22,4.0
08BICCH8,26/11/22,1.0
08SOQCCC,26/11/22,2.0
0846860,26/11/22,2.0
0846120,26/11/22,1.0
0846079,26/11/22,5.0
0846202,26/11/22,1.0
01BLO10,26/11/22,4.0
04HRES,26/11/22,2.0
06ALAG145,26/11/22,2.0
06CEMBKG,26/11/22,3.0
SRVBASIND,26/11/22,1.0
06ESPA14,26/11/22,1.0
08TUER14,26/11/22,2.0
08E362561,26/11/22,1.0
08E362501,26/11/22,1.0
08E362504,26/11/22,1.0
03M22518,26/11/22,7.6
06PES300T,26/11/22,1.0
01CEMCAZ50,26/11/22,2.0
01CEMCAZ50,26/11/22,1.0
01CEMB,03/12/22,1.0
04HBISL3,26/11/22,6.0
03PC7518,03/12/22,8.4
04HPASR05,03/12/22,2.0
04HBISL3,03/12/22,4.0
02TORP114,03/12/22,50.0
01CEMCAZ50,03/12/22,2.0
0646308,03/12/22,1.0
01CEMCAZ50,26/11/22,2.0
05COPRP12,26/11/22,1.0
05TUBKIT,26/11/22,2.0
05TUBKIT,26/11/22,1.1
01CAL,26/11/22,1.0
04HCDAD,26/11/22,1.0
03PTR3314,26/11/22,53.2
03LN31018,26/11/22,1.0
03P10018,26/11/22,16.0
03TM1834,26/11/22,3.2
03PP40018,26/11/22,26.4
03k30018,26/11/22,5.333
03PC7518,26/11/22,12.6
04HPACP2,26/11/22,2.0
04HBISTU58,26/11/22,9.0
0846120,01/12/22,1.0
0618574,01/12/22,1.0
0648274,28/11/22,2.0
03SOL141211,28/11/22,38.0
01CEMCAZ50,28/11/22,15.0
01CEMCAZ50,28/11/22,7.0
SRVBASIND,28/11/22,1.0
04HDD412,28/11/22,2.0
06PALT,28/11/22,2.0
06PALTML,28/11/22,1.0
06ARMCER2180,28/11/22,3.0
03PTR11210,28/11/22,109.0
04HSI2176,28/11/22,2.0
04HDDC7,28/11/22,5.0
0610790,28/11/22,1.0
04MARC,28/11/22,5.0
01CEMCAZ50,28/11/22,1.0
0620402,28/11/22,1.0
01ARM1538,28/11/22,8.0
01VAR38,28/11/22,10.0
01ALREC,28/11/22,7.0
01CEMCAZ50,28/11/22,10.0
01CEMCAZ50,28/11/22,10.0
05YEEPVC2,28/11/22,1.0
05CODPVC245,28/11/22,1.0
05TAPMPVC2,28/11/22,1.0
05COPPVC23,28/11/22,1.0
0613294,28/11/22,1.0
06RODM4,28/11/22,1.0
0613911,28/11/22,1.0
06BRIC4,28/11/22,1.0
0612590,28/11/22,2.0
06MANPN12,28/11/22,3.0
0614449,28/11/22,2.0
0611559,28/11/22,1.0
SRVBASIND,28/11/22,1.0
01CEMCAZ50,28/11/22,1.0
01ARM1543,28/11/22,8.0
0648690,28/11/22,50.0
0644347,28/11/22,50.0
01CEMCAZ50,28/11/22,4.0
04HSI2176,28/11/22,0.5
05TEEPVC42,28/11/22,1.0
02PANH2,28/11/22,4.0
02PANN2,28/11/22,6.0
02EPG920,28/11/22,6.0
02ECAG920,28/11/22,2.0
06INOXPANR,28/11/22,1.0
0614452,28/11/22,1.0
0615131,28/11/22,1.0
03121CH20Z,28/11/22,6.0
03122ES20Z,28/11/22,5.8
03PERC050,28/11/22,5.6
03SOL1812,28/11/22,4.0
03123AR20Z,28/11/22,3.2
03101AL20Z,28/11/22,2.8
03PZ12418,28/11/22,2.1
04HDDC7,28/11/22,2.0
08TOR382,28/11/22,2.0
08TUER38,28/11/22,2.0
08RON38,28/11/22,4.0
08RONP38,28/11/22,2.0
08TOR516212,28/11/22,1.0
08TUER516,28/11/22,1.0
08RON516,28/11/22,2.0
08RONP516,28/11/22,1.0
06MULG55,28/11/22,5.0
04CAZ2,28/11/22,30.0
04HPACP2,28/11/22,4.0
06PEN1,28/11/22,1.0
08BICPALG,28/11/22,1.0
06CINAIS6018,28/11/22,1.0
04HCR,28/11/22,4.0
04HPER,28/11/22,2.0
04CHPAV,28/11/22,1.0
05JUEHPS,28/11/22,1.0
06PES300T,28/11/22,1.0
0848133,28/11/22,2.0
0616683,28/11/22,1.0
05ADAPMC12,28/11/22,3.0
05COFLEXC,28/11/22,2.0
05COFLEXWCC,28/11/22,1.0
05LLAVEDCD,28/11/22,2.0
06CINT12,28/11/22,1.0
06PES300T,28/11/22,1.0
05PEGF250,28/11/22,1.0
05BRIDAFNM,28/11/22,1.0
08TOR5161,28/11/22,10.0
08TUER516,28/11/22,10.0
08RONP516,28/11/22,10.0
06LLES71612,28/11/22,1.0
06CINT12,28/11/22,1.0
05CHUH1142,28/11/22,1.0
0549365,28/11/22,1.0
SRVBASIND,29/11/22,1.0
05GRC212,02/12/22,1.0
05ADAPIM12,02/12/22,1.0
04HSI2176,29/11/22,1.0
04HSO11332,29/11/22,0.5
01CEMCAZ50,29/11/22,1.0
03PTR11210,29/11/22,21.8
05LLAN12UN,29/11/22,1.0
05CODPVC245,29/11/22,1.0
08BICCH10,29/11/22,2.0
08BICPALG,29/11/22,2.0
05CONPH12,29/11/22,1.0
SRVBASIND,29/11/22,1.0
01CAS661,29/11/22,6.0
03POL46,29/11/22,20.0
04HSI2178,29/11/22,1.0
03TAB38Z,29/11/22,49.2
03VCUA12,29/11/22,28.0
03SOL1812,29/11/22,4.0
03M22520Z,29/11/22,5.8
03PP10020Z,29/11/22,6.2
03121CH20Z,29/11/22,6.0
05NIPGALVRC12,29/11/22,1.0
05NIPG12112,29/11/22,1.0
05NIPGALV122,29/11/22,1.0
05COPGAL12,29/11/22,3.0
06RODM4,29/11/22,1.0
06BRIC3,29/11/22,1.0
06GUAN,29/11/22,1.0
0620402,29/11/22,1.0
0612077,29/11/22,1.0
05CODPVC490,29/11/22,2.0
05COPPVC4,29/11/22,1.0
0649330,29/11/22,1.0
05CUECERCG,29/11/22,1.0
01CEMCAZ50,29/11/22,4.0
01CAL,29/11/22,4.0
01TABLC,29/11/22,2.0
05PEGAD120,29/11/22,1.0
01CEMCAZ50,29/11/22,5.0
0616977,29/11/22,1.0
01ES,29/11/22,20.0
01CAS651,29/11/22,10.0
08CAB12,29/11/22,20.0
0611585,29/11/22,5.0
04HSI2176,29/11/22,1.0
01ARCRI,29/11/22,1.0
04CUE12,29/11/22,18.0
03121CH20,29/11/22,18.0
03127TDC20,29/11/22,21.5
03122ES20,29/11/22,2.9
03103TS20,29/11/22,12.8
03124GVC18,29/11/22,4.2
03101AL20,29/11/22,11.2
03123AR20,29/11/22,3.2
04HPER,29/11/22,6.0
04HCR,29/11/22,12.0
0618101,29/11/22,1.0
04HPIM,29/11/22,100.0
05TUBGALV5138,29/11/22,5.0
CORT,29/11/22,9.0
04HSI2178,29/11/22,1.0
04HDISC,29/11/22,10.0
04HTAQ14,29/11/22,50.0
06PIJ8112,29/11/22,50.0
04HSI2178,30/11/22,1.0
SRVBASIND,30/11/22,1.0
0617757,30/11/22,1.0
06AEROB,30/11/22,2.0
0846202,30/11/22,1.0
06CLAC3,30/11/22,0.5
01ALREC,30/11/22,1.0
06GRAPG,30/11/22,1.0
06LA120,30/11/22,1.0
0644347,30/11/22,1000.0
01CEMCAZ50,30/11/22,5.0
06AERONE,30/11/22,2.0
0614286,30/11/22,1.0
06ABRASNF12,30/11/22,2.0
0644243,30/11/22,4.0
05ABRASF24,30/11/22,4.0
01CAL,30/11/22,2.0
SRVBASIND,30/11/22,1.0
05COPPVC3,30/11/22,1.0
05TUBCPVC1,30/11/22,3.05
05TUBPVCN3,30/11/22,6.0
01CEMCAZ50,30/11/22,2.0
06CINAIS6018,30/11/22,1.0
05ADAPH1,30/11/22,1.0
05CODCP190,30/11/22,1.0
05REDCPVC134,30/11/22,1.0
05TUEUC1,30/11/22,1.0
05CPV1,30/11/22,1.0
