Claart,Fecrem,Cant
05COFG38383,14/04/20,1.0
03SOL182,14/04/20,4.05
01SM,14/04/20,2.0
06AERVB,14/04/20,1.0
0614448,14/04/20,1.0
05ABRU12,14/04/20,10.0
04HTAQ14,14/04/20,10.0
06PIJ8112,14/04/20,10.0
06GRAPP10,14/04/20,1.0
06PIJ8112,14/04/20,6.0
06CABPZ,14/04/20,1.0
0613337,14/04/20,3.0
01CEMCAZ50,15/04/20,10.0
06CLA2,15/04/20,5.0
0613295,15/04/20,1.0
04HDDC412,15/04/20,4.0
04HDD412,15/04/20,1.0
01CEMCAZ50,15/04/20,10.0
08POL12,15/04/20,100.0
01VAR38,15/04/20,10.0
01ALREC,15/04/20,5.0
01CEMCAZ50,15/04/20,1.0
01ARM204,15/04/20,1.0
01CAL,15/04/20,1.0
01CEMCAZ50,15/04/20,2.0
03122ES20,15/04/20,2.9
03M22518,15/04/20,2.5
04DISCAU778,15/04/20,2.0
06PIJ834,15/04/20,100.0
03121CH20,15/04/20,3.0
06REDG140,15/04/20,1.0
05JUEHPS,15/04/20,1.0
05COFLEXWCC,15/04/20,1.0
05LLAAST,15/04/20,1.0
06MAG10175,15/04/20,15.0
03PTR114,15/04/20,16.8
06PIJ10212,15/04/20,4.0
04HTAQ38,15/04/20,4.0
04DISCAU778,15/04/20,20.0
03PTR114,15/04/20,4.2
01ES,15/04/20,8.0
01BAB1030,15/04/20,40.0
01CEMCAZ50,15/04/20,2.0
0622230,15/04/20,2.0
01ALREC,18/04/20,2.0
06CLA212,15/04/20,1.0
04SAG,15/04/20,20.0
03RIEL1500,15/04/20,18.0
04HCRT,15/04/20,2.0
03SOL14112,15/04/20,12.0
0610849,15/04/20,1.0
05TUBPVCN2,15/04/20,12.0
06MASC,15/04/20,6.0
0614246,15/04/20,5.0
0612591,15/04/20,1.0
06CODP12,15/04/20,2.0
06CLAC212,15/04/20,0.25
06PIJ10212,15/04/20,10.0
06AEROB,15/04/20,2.0
06CLA4,15/04/20,2.0
06KOLAKK,15/04/20,1.0
0611673,16/04/20,2.0
0611688,16/04/20,2.0
06LA120,16/04/20,2.0
01CEMCAZ50,16/04/20,1.0
01CAL,16/04/20,1.0
01SON25,16/04/20,3.0
01ALREC,16/04/20,5.0
01EST1520,16/04/20,11.0
01CEMCAZ50,16/04/20,4.0
01CAL,16/04/20,2.0
01CAL,16/04/20,1.0
01CEMCAZ50,16/04/20,3.0
0612860,16/04/20,1.0
03VCUA38,16/04/20,35.2
06CINAIS6018,16/04/20,2.0
05LLAAST,16/04/20,5.0
05LLAN12UN,16/04/20,1.0
05COFLEXWCC,16/04/20,1.0
05MAAF4150,16/04/20,2.0
05ANCLAV,16/04/20,2.0
06PIJ10212,16/04/20,2.0
04HTAQ516,16/04/20,2.0
03PC15018,16/04/20,17.2
08TOR5163,16/04/20,4.0
08TUER516,16/04/20,4.0
08RON516,16/04/20,4.0
08RON38,16/04/20,4.0
04MEDCV,16/04/20,30.0
06BRC386,16/04/20,1.0
05LLAN12UN,16/04/20,1.0
08CAJCHR,16/04/20,4.0
01ARM204,16/04/20,6.0
0848136,16/04/20,3.0
087595,16/04/20,6.0
08APASA,16/04/20,3.0
08CAB12,16/04/20,20.0
08CAJCHR,16/04/20,3.0
01MS135305,16/04/20,4.0
01BLO15,16/04/20,50.0
06ALAPJ34,16/04/20,10.0
03PTR11210,16/04/20,65.4
01ARM123,16/04/20,10.0
05NIPPVCIN12,16/04/20,4.0
06ABRASF8,16/04/20,8.0
08CAJCHR,16/04/20,5.0
05REGADD,16/04/20,1.0
01CEMCAZ50,16/04/20,10.0
04HSEL,16/04/20,2.0
01CEMCAZ50,16/04/20,1.0
06BRIC3,16/04/20,1.0
06BRIC4,16/04/20,1.0
06T501,16/04/20,1.0
01ES,16/04/20,8.0
05LLAN12UN,16/04/20,2.0
05TEECPVCC12,16/04/20,2.0
05CODCP9012,16/04/20,2.0
05ADAPHC12,16/04/20,3.0
05COPPVC23,16/04/20,2.0
05CODPVC245,16/04/20,1.0
05PEGADO50,16/04/20,1.0
0646279,16/04/20,2.0
01CEMCAZ50,16/04/20,6.0
04HSI2176,16/04/20,2.0
SRVBASIND,16/04/20,1.0
02TORS3,16/04/20,50.0
02TORS2,16/04/20,50.0
02TORS118,16/04/20,50.0
0617831,16/04/20,2.0
04HPPB14112,16/04/20,50.0
04HPPB141,16/04/20,20.0
0613186,16/04/20,2.0
04DISCAU778,16/04/20,4.0
0619679,16/04/20,1.0
06MAC20,16/04/20,1.0
06TALAHAB,16/04/20,1.0
06MARR12,16/04/20,1.0
06CLA212,16/04/20,1.0
01CEMCAZ50,16/04/20,9.0
01ALREC,16/04/20,5.0
06CLA212,16/04/20,2.0
06CODP12,16/04/20,3.0
08CAJO,16/04/20,3.0
01ARM124,16/04/20,1.0
01CAL,29/04/20,1.0
06PIJ8112,29/04/20,6.0
08CAB12,16/04/20,100.0
02TORS118,16/04/20,20.0
02TORS2,16/04/20,20.0
04HTAQ38,16/04/20,20.0
06AEROB,16/04/20,1.0
0617831,16/04/20,2.0
06PIJ10112,16/04/20,20.0
06BRC386,16/04/20,2.0
01ALREC,17/04/20,2.0
06YESKG,17/04/20,3.0
04DISCAU778,17/04/20,2.0
08CAJCHR,17/04/20,2.0
08TAPDM,17/04/20,2.0
08CONPDAB,17/04/20,2.0
08APAGMON,17/04/20,2.0
08CONMON,17/04/20,1.0
08PLAMON3,17/04/20,1.0
08ROS4,17/04/20,2.0
06PIJ8112,17/04/20,8.0
04HSI2176,17/04/20,3.0
04DISCAU778,17/04/20,10.0
0612590,17/04/20,2.0
04HSEL,17/04/20,1.0
06ABRASF6,17/04/20,8.0
01CEMBIG,17/04/20,2.0
04HPAL,17/04/20,2.0
SRVBASIND,17/04/20,1.0
04HVO11,17/04/20,1.0
06LMC11243,17/04/20,1.0
01PBC25,17/04/20,2.0
04HBISL3,17/04/20,3.0
04HCR,17/04/20,2.0
04HPER,17/04/20,1.0
0612590,17/04/20,1.0
06BRIC1,17/04/20,1.0
06CADG316,17/04/20,2.0
04HVO11,17/04/20,1.0
01ALREC,17/04/20,10.0
05TA1100,17/04/20,1.0
0610068,17/04/20,1.0
06POLH34,17/04/20,80.0
05REGADD,17/04/20,1.0
0545046,17/04/20,1.0
0649348,17/04/20,1.0
01ALREC,17/04/20,3.0
06CLA212,17/04/20,1.0
06LIJ86G80,17/04/20,1.0
05TUBPVCN2,17/04/20,6.0
05PEGAD120,17/04/20,1.0
06PES300T,17/04/20,1.0
04HPPB14112,17/04/20,60.0
03PC12518,17/04/20,7.4
01ALREC,17/04/20,4.0
06CLA2,17/04/20,2.0
06CLA212,17/04/20,2.0
06CLAC2,17/04/20,0.25
SRVBASIND,17/04/20,1.0
01CAL,17/04/20,1.0
03RIEL1500,17/04/20,18.0
03M22518,17/04/20,7.6
04HBISL3,17/04/20,3.0
04HCRT,17/04/20,2.0
04HSO13332,17/04/20,1.0
02TORS2,17/04/20,100.0
02TORS2,17/04/20,100.0
0648504,17/04/20,1.0
06CLA112,17/04/20,0.5
01CEMCAZ50,17/04/20,3.0
01BLO15,17/04/20,100.0
01CEMCAZ50,17/04/20,15.0
01EST1520,17/04/20,11.0
08FOCOO75,17/04/20,1.0
SRVBASIND,18/04/20,1.0
01CEMCAZ50,18/04/20,2.0
01ES,18/04/20,2.0
05TUBPVCN4,20/04/20,3.0
05CODPVC490,20/04/20,1.0
06PES300T,20/04/20,2.0
04HPPB1434,20/04/20,100.0
04HPPB141,20/04/20,20.0
04HSO13332,20/04/20,1.0
04TMOS105,20/04/20,1.0
08SOQCCC,18/04/20,1.0
SRVBASIND,18/04/20,1.0
01CEMCAZ50,18/04/20,5.0
01VAR38,18/04/20,6.0
01ALAM,18/04/20,10.0
01CAL,18/04/20,2.0
08TAPDM,18/04/20,1.0
05CHUH1142,18/04/20,1.0
01TES,18/04/20,2.0
08BOT8,18/04/20,3.0
SRVBASIND,18/04/20,1.0
08BICCH8,18/04/20,3.0
0619613,18/04/20,1.0
0644242,18/04/20,2.0
05TUBPL12,18/04/20,6.0
05TUBPVCN2,18/04/20,12.0
05CODPVC290,18/04/20,6.0
05PEGPVCTR150,18/04/20,1.0
06ESPA58,18/04/20,2.0
01ALREC,18/04/20,20.0
06COLCR,18/04/20,2.0
0611580,18/04/20,1.0
01CEMCAZ50,18/04/20,4.0
01ARM204,18/04/20,2.0
06CEMBKG,18/04/20,1.0
04HSI2176,18/04/20,0.5
0644489,18/04/20,5.0
06CEPI10,18/04/20,1.0
01CAL,18/04/20,1.0
03PC10018,18/04/20,23.2
03SOL181,18/04/20,16.0
04HSI2176,18/04/20,0.5
05CHU1122,18/04/20,1.0
05CHU1122,18/04/20,1.0
06ACE31,18/04/20,1.0
06ABRASF8,18/04/20,10.0
02TORS118,18/04/20,3.0
01ES,18/04/20,5.0
08ROS4,18/04/20,10.0
01CEMCAZ50,18/04/20,8.0
01ALREC,18/04/20,5.0
01CEMCAZ50,18/04/20,1.0
01EC25,18/04/20,2.0
03SOL18112,18/04/20,3.1
01CEMCAZ50,18/04/20,5.0
01CAL,18/04/20,5.0
0649348,18/04/20,1.0
06CINT12,18/04/20,1.0
05VALERO12,18/04/20,1.0
06ABRASF8,18/04/20,4.0
05ADAPIM12,18/04/20,2.0
03VRED34,18/04/20,6.8
03TC3012,18/04/20,0.5
04HDISC,18/04/20,2.0
01CAS651,18/04/20,20.0
01ARM204,18/04/20,1.0
06BRF14,18/04/20,1.0
03POL44,20/04/20,13.6
05REGUS,20/04/20,1.0
05COFG383815,20/04/20,1.0
05NIPGTERM38,20/04/20,1.0
05NIPGCAM3812,20/04/20,1.0
01PBC25,20/04/20,1.0
03PR40018,20/04/20,63.2
04HSI2176,20/04/20,0.5
04HPAL,20/04/20,2.0
06CLA212,20/04/20,1.0
01ALREC,20/04/20,1.0
08BICPALG,20/04/20,1.0
06MANPNT38,20/04/20,10.0
01CEMCAZ50,20/04/20,4.0
08CAJO,20/04/20,1.0
08POL12,20/04/20,3.0
01CEMCAZ50,20/04/20,3.0
01ARM204,20/04/20,3.0
0620402,20/04/20,1.0
01CAL,20/04/20,10.0
01CEMCAZ50,20/04/20,6.0
01CEMBIG,20/04/20,2.0
05ADAPIM12,20/04/20,1.0
05COPCOB12,20/04/20,2.0
06ABRASF6,20/04/20,1.0
05CODCP9034,20/04/20,5.0
01CALK,20/04/20,5.0
04HVC,20/04/20,1.0
04HVO11,20/04/20,1.0
01BLO15,20/04/20,50.0
01ARM204,20/04/20,8.0
01ES,20/04/20,2.0
06GUANH,20/04/20,1.0
04HDDC412,20/04/20,3.0
03P10018,23/04/20,8.0
0644486,20/04/20,10.0
01CEMCAZ50,20/04/20,1.0
0545065,20/04/20,1.0
01VAR38,20/04/20,10.0
01ALREC,20/04/20,5.0
01ARM1538,20/04/20,3.0
08APAGMON,20/04/20,4.0
08PLAMON2,20/04/20,2.0
08CAJCHR,20/04/20,3.0
05COPB12,20/04/20,1.0
05CODRE12,20/04/20,1.0
0549365,20/04/20,1.0
06MAG10175,20/04/20,4.0
04HBISPR100,20/04/20,4.0
04HPASR05,20/04/20,1.0
02TORS118,20/04/20,16.0
0615566ALL,20/04/20,1.0
01CEMCAZ50,20/04/20,2.0
0647350,20/04/20,1.0
0846202,20/04/20,1.0
08CAB12,20/04/20,5.0
01ARM204,20/04/20,5.0
0646308,20/04/20,1.0
01CEMCAZ50,20/04/20,1.0
SRVBASIND,20/04/20,1.0
06ESPON,21/04/20,1.0
06GUANH,21/04/20,1.0
08BICPALG,21/04/20,5.0
0620402,21/04/20,1.0
06ABRASF6,21/04/20,2.0
SRVBASIND,21/04/20,2.0
01CEMCAZ50,21/04/20,5.0
01CAL,21/04/20,3.0
06MARROB4,21/04/20,2.0
0612163,21/04/20,2.0
03POL36,21/04/20,45.6
0611585,21/04/20,2.0
01ALREC,21/04/20,3.0
01ALAM,21/04/20,2.0
04HPPB141,21/04/20,30.0
04HCDAD,21/04/20,1.0
06PES300T,21/04/20,1.0
06CLA4,21/04/20,1.0
06CLA3,21/04/20,1.0
06CLA4,21/04/20,1.0
0618100,21/04/20,2.0
06CLA112,21/04/20,1.0
06CLA2,21/04/20,1.0
06CLA212,21/04/20,1.0
08APACU,21/04/20,1.0
08TAPDM,21/04/20,1.0
06LAG125R,21/04/20,1.0
04HDISC,21/04/20,5.0
0611674,21/04/20,1.0
0611673,21/04/20,1.0
06PES300T,21/04/20,1.0
05PNMC,21/04/20,1.0
04HCR,21/04/20,2.0
04HPER,21/04/20,1.0
01ALREC,21/04/20,5.0
05TUBGALV522,21/04/20,1.0
01ARM204,21/04/20,1.0
01CEMCAZ50,21/04/20,2.0
06CLA212,21/04/20,0.5
06CLA2,21/04/20,0.5
01CEMCAZ50,21/04/20,1.0
0614685,21/04/20,1.0
08POL12,21/04/20,20.0
08CAJO,21/04/20,3.0
04HSO1318,21/04/20,1.0
03LA10126500,21/04/20,5.0
04HPPB14112,21/04/20,50.0
04HPPB141,21/04/20,50.0
05TUBCPVC34,21/04/20,12.2
05COPCP34,21/04/20,2.0
05CODCP9034,21/04/20,3.0
05TEECPVCC12,21/04/20,1.0
05REDBCPVC3412,21/04/20,1.0
05ADAPH34,21/04/20,1.0
05LLAN34,21/04/20,1.0
05ABRTO34,21/04/20,2.0
06PIJ8112,21/04/20,4.0
04HTAQ14,21/04/20,4.0
01CEMCAZ50,21/04/20,6.0
01VTEC60516,21/04/20,2.0
01BLO15,21/04/20,70.0
0610068,21/04/20,1.0
06GRAPP10,21/04/20,2.0
05ADAPIM1,21/04/20,2.0
06ABRASNF12,21/04/20,4.0
04HPPB1434,21/04/20,50.0
04HPPB14112,21/04/20,20.0
01MALSOL10,21/04/20,100.0
06REDG140,21/04/20,1.0
01ALREC,21/04/20,1.0
0621606,21/04/20,1.0
01BLO15,21/04/20,1.0
06CAMON,21/04/20,1.0
08CAB12,24/04/20,8.0
0646375,24/04/20,1.0
0846508,24/04/20,1.0
01CEMCAZ50,22/04/20,5.0
01ALREC,22/04/20,4.0
0644489,22/04/20,10.0
03154JUN20,22/04/20,4.8
03121CH20,22/04/20,6.0
03126CHC20,22/04/20,8.0
03M22518,22/04/20,7.6
03131MOS20,22/04/20,2.0
06PIJ834,22/04/20,100.0
04DISCAU778,22/04/20,2.0
0614605,22/04/20,1.0
01CEMCAZ50,22/04/20,10.0
01ALREC,22/04/20,2.0
01CEMCAZ50,22/04/20,1.0
06T501,22/04/20,1.0
01CEMCAZ50,22/04/20,2.0
01CEMCAZ50,22/04/20,2.0
06GRAPG,22/04/20,0.5
0848215,22/04/20,1.0
05CODPVC390,22/04/20,1.0
05CODPVCH12,22/04/20,2.0
05COPPVCH12,22/04/20,2.0
05TEEPVCH12,22/04/20,2.0
05TUBPVCN3,22/04/20,3.0
05VALPVCER12,22/04/20,1.0
01ARM204,22/04/20,3.0
01CEMCAZ50,22/04/20,5.0
05TUBPVCHA12,22/04/20,0.5
01ALREC,22/04/20,15.0
01CEMCAZ50,22/04/20,1.0
08POL12,22/04/20,100.0
06LIJAC99180,22/04/20,1.0
0549365,22/04/20,1.0
05CODPVC290,22/04/20,2.0
01CAL,22/04/20,1.0
06CUCH21053,22/04/20,1.0
0612148,22/04/20,1.0
0612592,22/04/20,1.0
06BRICH6,22/04/20,1.0
01ALREC,22/04/20,1.0
0618101,22/04/20,2.0
01ARM204,22/04/20,3.0
01CEMCAZ50,22/04/20,6.0
01CEMCAZ50,22/04/20,2.0
03SOL3161,22/04/20,3.0
05TUBPVCN4,22/04/20,6.0
05TEEPVC4,22/04/20,1.0
05YEEPVC4,22/04/20,1.0
05CODPVC490,22/04/20,1.0
05TEEPVC2,22/04/20,1.0
05CODPVC245,22/04/20,2.0
05REDPVC42,22/04/20,1.0
05PEGAD120,22/04/20,1.0
01CEMCAZ50,22/04/20,1.0
01ES,22/04/20,2.0
01CEMCAZ50,22/04/20,10.0
02TOR812,22/04/20,100.0
0617831,22/04/20,1.0
06CEPI10,22/04/20,1.0
0643030,22/04/20,2.0
05NIPPVCIN12,22/04/20,2.0
06PIJ834,22/04/20,12.0
01CEMCAZ50,22/04/20,10.0
01EST1520,22/04/20,20.0
01ALREC,22/04/20,4.0
01VAR38,22/04/20,50.0
08BICPALG,23/04/20,1.0
06ESPMA4,23/04/20,1.0
01PBC25,23/04/20,1.0
03121CH18,23/04/20,20.0
03122ES18,23/04/20,11.4
03101AL18,23/04/20,18.5
03123AR18,23/04/20,8.6
03124GVC18,23/04/20,4.2
03103TS18,23/04/20,71.4
03P10018,23/04/20,16.0
03M22518,23/04/20,7.6
04HBISL3,23/04/20,3.0
04HCR,23/04/20,12.0
04HSO13332,23/04/20,1.0
0611688,23/04/20,1.0
01ARM204,23/04/20,2.0
01ALREC,23/04/20,3.0
03121CH18,23/04/20,4.0
04HPASR05,23/04/20,1.0
0643318,23/04/20,1.0
06LIJ86G80,23/04/20,1.0
06T501,23/04/20,1.0
06LI1000,23/04/20,2.0
06LIJA99240,23/04/20,2.0
01ARM204,23/04/20,3.0
04HVO11,23/04/20,1.0
04HVC,23/04/20,2.0
03DUDO20,23/04/20,9.6
01CEMBIG,23/04/20,2.0
03SOL1812,23/04/20,6.0
01ALREC,23/04/20,1.0
06BRIC1,23/04/20,2.0
01CEMCAZ50,23/04/20,3.0
06DD781,23/04/20,5.0
04HDCM14,23/04/20,1.0
05TUBGALV522,23/04/20,3.0
01ALREC,23/04/20,1.0
01CAL,23/04/20,1.0
04HSO1318,23/04/20,1.0
03PLA41058,23/04/20,5.66
03POL36,23/04/20,45.6
05CONPL12,23/04/20,9.0
04HPPB141,23/04/20,200.0
06ALAG18,23/04/20,1.0
01ALREC,23/04/20,5.0
03PP30020,23/04/20,10.6
04CHPAV,23/04/20,1.0
06CINT34,23/04/20,2.0
05COPPVC4,23/04/20,4.0
05CODPVC445,23/04/20,1.0
06ESPON,23/04/20,1.0
01BAB1030,23/04/20,40.0
SRVBASIND,23/04/20,2.0
01CEMCAZ50,24/04/20,3.0
06CLA4,24/04/20,1.0
0846202,24/04/20,2.0
0846120,24/04/20,3.0
04HSI2178,24/04/20,1.0
SRVBASIND,24/04/20,1.0
05CODPVC490,24/04/20,2.0
01ES,24/04/20,3.0
01CEMBIG,24/04/20,2.0
04HSO11332,24/04/20,1.0
0846120,24/04/20,1.0
0613295,24/04/20,1.0
05LLAN12UN,24/04/20,1.0
04MARC,24/04/20,1.0
05TEECO34,24/04/20,6.0
05CODC3490CX,24/04/20,10.0
05TUEUCO34,24/04/20,2.0
05CONIN34,24/04/20,1.0
05TUBCOM34,24/04/20,24.4
05RBC1234,24/04/20,2.0
05MULCVETU,24/04/20,1.0
06PASTDER,24/04/20,1.0
06LIJACOB,24/04/20,1.0
06SOL1,24/04/20,1.0
06CINT12,24/04/20,1.0
01CEMCAZ50,24/04/20,2.0
03131MOS20,24/04/20,4.0
04TMOS105,24/04/20,3.0
06MASC,24/04/20,6.0
06CLA4,24/04/20,2.0
0618100,24/04/20,1.0
03K15018,24/04/20,6.5
05PEGAD240,24/04/20,1.0
05LLAN12UN,24/04/20,1.0
06CINT12,24/04/20,1.0
06GAR25,24/04/20,1.0
06T501,24/04/20,25.0
01ES,24/04/20,5.0
01PBC25,24/04/20,4.0
0613337,24/04/20,2.0
04HSI2178,24/04/20,1.0
04HDCM14,24/04/20,1.0
01ALREC,24/04/20,2.0
08TUER38,25/04/20,10.0
08TOR381,25/04/20,10.0
06BRF716,25/04/20,1.0
04HSI2176,25/04/20,1.0
04HBISL3,25/04/20,2.0
04HBISPR100,25/04/20,10.0
03PTR114,25/04/20,25.2
05CONEXT34,25/04/20,4.0
04HDISC,25/04/20,1.0
01CEMCAZ50,25/04/20,1.0
0643030,25/04/20,2.0
0612592,25/04/20,1.0
08POL1,25/04/20,5.0
05COPCP12,25/04/20,1.0
SRVBASIND,25/04/20,1.0
SRVBASIND,25/04/20,1.0
SRVBASIND,25/04/20,1.0
SRVBASIND,25/04/20,1.0
SRVBASIND,25/04/20,1.0
01ALREC,25/04/20,10.0
06CLAC212,25/04/20,1.0
06CLA212,25/04/20,1.0
01SON30,25/04/20,8.0
01ARM1538,25/04/20,8.0
01CEMCAZ50,25/04/20,10.0
01PBSM,25/04/20,1.0
08CAJCHR,25/04/20,4.0
0621606,25/04/20,1.0
06CINAIS6018,25/04/20,1.0
0618101,25/04/20,1.0
06PER1,25/04/20,1.0
03ANG1834,25/04/20,2.8
01ARM204,25/04/20,2.0
06MANPJARML,25/04/20,40.0
06CINT12,25/04/20,1.0
0621140,25/04/20,1.0
06CLA212,25/04/20,3.0
01CEMCAZ50,25/04/20,80.0
01ALREC,25/04/20,83.8
06CINT34,25/04/20,6.0
06PES75,25/04/20,1.0
01CEMCAZ50,25/04/20,4.0
01CAL,25/04/20,1.0
05LLAPJ12,25/04/20,1.0
03DUDO20,25/04/20,14.4
03PR10020,25/04/20,3.2
03PTR11214,25/04/20,6.5
03SOL181,25/04/20,4.0
04CAZ1,25/04/20,4.0
04HSEL,25/04/20,1.0
06DD781,25/04/20,2.0
04HBISL3,25/04/20,3.0
04HSI2178,25/04/20,1.0
05TUBPVCN4,25/04/20,3.0
05COPPVC4,25/04/20,1.0
05CODPVC490,25/04/20,1.0
05PEGADO50,25/04/20,1.0
08APASA,27/04/20,1.0
0613295,27/04/20,1.0
0613294,27/04/20,1.0
01CEMBIG,27/04/20,2.0
01CEMCAZ50,27/04/20,4.0
01ARM204,27/04/20,1.0
06CLAC1,27/04/20,0.25
04HSI2176,27/04/20,1.0
0611586,27/04/20,1.0
0615502,27/04/20,1.0
01ALREC,27/04/20,2.0
06CLAC2,27/04/20,1.0
01DUE18,27/04/20,2.0
06CLAC3,27/04/20,1.0
06CLAC212,27/04/20,1.0
03PP30018,27/04/20,7.0
03131MOS20,27/04/20,4.0
01CEMCAZ50,27/04/20,20.0
01PBC25,27/04/20,1.0
05TUBPVCN2,27/04/20,12.0
05TUBPVCN4,27/04/20,6.0
05PEGAD120,27/04/20,1.0
03131MOS20,27/04/20,8.0
03PP10020,27/04/20,3.1
03RIEL18,27/04/20,3.7
04HCR162,27/04/20,2.0
03TAB38,27/04/20,16.4
03103TS20,27/04/20,3.2
04HBISL3,27/04/20,3.0
03M22520,27/04/20,5.8
03PP25020,27/04/20,9.6
05TEEPVCH12,27/04/20,1.0
08POL12,27/04/20,3.5
08POL12,27/04/20,35.0
08CAJO,27/04/20,4.0
06CLAC212,27/04/20,0.5
01BLO15,27/04/20,70.0
05COL42,27/04/20,1.0
05LLAN12UN,27/04/20,4.0
052264,27/04/20,1.0
01CEMCAZ50,27/04/20,10.0
01CAL,27/04/20,5.0
06REDG140,27/04/20,1.0
01CEMCAZ50,27/04/20,1.0
04HSI2176,27/04/20,0.5
04SAG,27/04/20,30.0
01CEMCAZ50,27/04/20,4.0
06KOLAL,27/04/20,1.0
05COPPVCH12,27/04/20,1.0
04HTAQ14,27/04/20,100.0
06PIJ8112,27/04/20,100.0
01CEMCAZ50,27/04/20,1.0
SRVBASIND,27/04/20,1.0
0846509,27/04/20,5.0
08ROS3,27/04/20,1.0
08APASA,27/04/20,2.0
0846122,27/04/20,1.0
06CINAIS6018,27/04/20,1.0
01CAL,28/04/20,2.0
01CEMCAZ50,28/04/20,5.0
SRVBASIND,28/04/20,1.0
03PERC050,28/04/20,0.8
01CEMCAZ50,28/04/20,2.0
01ALREC,28/04/20,2.0
01EST1520,28/04/20,2.0
SRVBASIND,28/04/20,1.0
01CEMCAZ50,28/04/20,10.0
01BLO15,28/04/20,100.0
01ARM204,28/04/20,4.0
05TUBPVCN4,28/04/20,24.0
05CODPVC490,28/04/20,3.0
05REDPVC42,28/04/20,1.0
05REDPVC32,28/04/20,1.0
05PEGAD500,28/04/20,1.0
0614246,28/04/20,1.0
04TMOS60,28/04/20,0.5
06AEROB,28/04/20,4.0
06AERONE,28/04/20,2.0
06AERONE,28/04/20,2.0
06CLAC212,28/04/20,4.0
01ALREC,28/04/20,110.0
06CLA212,28/04/20,15.0
0621460,28/04/20,1.0
04DISCAU778,28/04/20,20.0
0615502,28/04/20,1.0
05CEA,28/04/20,1.0
01CEMCAZ50,28/04/20,4.0
03ANG1834,28/04/20,5.6
03PR17518,28/04/20,3.0
04SAG,28/04/20,4.0
03ANG18112,28/04/20,5.9
01CEMCAZ50,28/04/20,10.0
01ALREC,28/04/20,10.0
01CEMCAZ50,29/04/20,2.0
06PES300T,28/04/20,1.0
04HTAQ516,28/04/20,5.0
08CANALC,28/04/20,1.0
06PIJ8112,28/04/20,5.0
0612589,28/04/20,1.0
06LIJA99280,28/04/20,2.0
0612591,28/04/20,1.0
01VAR38,28/04/20,20.0
01ALREC,28/04/20,5.0
06CLA212,28/04/20,3.0
06CLAC2,28/04/20,3.0
06CLA4,28/04/20,3.0
08POL12,28/04/20,70.0
08CAJCHR,28/04/20,10.0
08CAJO,28/04/20,6.0
05TUBPVCN4,28/04/20,3.0
03ANG18112,28/04/20,11.8
03ANG18114,28/04/20,9.6
04HSO13332,28/04/20,1.0
05COPPVC4,28/04/20,1.0
01VAR38,28/04/20,1.0
01VAR34,28/04/20,1.0
0613337,28/04/20,1.0
06POLH1,28/04/20,10.0
05TEEIN1,28/04/20,1.0
06CLA1,28/04/20,0.5
02TORP114,28/04/20,30.0
0619710,28/04/20,1.0
08CAJCHR,28/04/20,15.0
01BLO12,28/04/20,24.0
01CEMCAZ50,28/04/20,1.0
06PEN1,28/04/20,1.0
04DISCAU778,28/04/20,1.0
04S105,28/04/20,1.0
04DISCAU778,28/04/20,1.0
06PL4,28/04/20,1.0
01CEMCAZ50,28/04/20,10.0
05TUBPVCHA12,28/04/20,1.0
05ADAPHH12,28/04/20,1.0
05CODPVCH12,28/04/20,2.0
06CINT12,28/04/20,1.0
05TAPCPVC12,28/04/20,3.0
05CODCP9012,28/04/20,2.0
03DUDO20,29/04/20,9.6
04DISCAU778,29/04/20,1.0
0615400,29/04/20,1.0
01CEMCAZ50,29/04/20,2.0
01CAL,29/04/20,2.0
01PBC25,29/04/20,1.0
01VAR112,29/04/20,8.0
01EST1520,29/04/20,18.6
01ARM1538,29/04/20,7.0
05TINRTT1100,29/04/20,1.0
03M22518,29/04/20,7.6
04HPASR10,29/04/20,2.0
01CEMCAZ50,29/04/20,2.0
01CAL,29/04/20,1.0
04HBISL3,29/04/20,3.0
01ES,29/04/20,1.0
01CEMCAZ50,29/04/20,10.0
01CAL,29/04/20,5.0
01ALREC,29/04/20,1.0
0622230,29/04/20,1.0
01VAR112,29/04/20,12.0
01EST1520,29/04/20,21.6
01EST1530,29/04/20,20.4
01ALREC,29/04/20,10.0
01CEMCAZ50,29/04/20,10.0
01VAR38,29/04/20,4.0
01MALSOL6,29/04/20,12.5
06CLA212,29/04/20,1.0
01ALREC,29/04/20,3.0
01EST1525,29/04/20,14.6
SRVBASIND,29/04/20,1.0
01CEMCAZ50,29/04/20,1.0
01CEMCAZ50,29/04/20,5.0
06CLA212,29/04/20,1.0
05TPVC402,29/04/20,1.0
0644328,29/04/20,1.0
05LPV500,29/04/20,1.0
06LIJACOB,29/04/20,2.0
06CANDML,29/04/20,1.0
0613295,29/04/20,1.0
01ALREC,29/04/20,10.0
06CLA1,29/04/20,0.25
01EST1525,29/04/20,4.8
01CEMCAZ50,29/04/20,3.0
01ALREC,29/04/20,2.0
01CEMCAZ50,29/04/20,2.0
01CAL,29/04/20,1.0
01BLO15,29/04/20,30.0
0848215,29/04/20,1.0
06CINAIS6018,29/04/20,1.0
01EST1525,29/04/20,3.6
0848215,29/04/20,3.0
0648504,29/04/20,3.0
01ARM124,29/04/20,1.0
01CEMCAZ50,29/04/20,2.0
01ALREC,29/04/20,10.0
04HPAL,29/04/20,1.0
