"Clacli","Fecncre","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Nncre","Numfac","facreal","Mfondo","TipoNC","Claven","Clazon","hora","numaprfol","numcer","perapr","cladep","Numuser","Refori","impreso","metpagele","bancosele","cuentaele","imprcan","Tpeso","usocfdi","periodo","mes","ano","frem","pagada","observa","nusercan","paga","objimp","version"
"MRS2043","08/02/19","160","yes","137.93","0","0","0","16","0","0","813226","ZID00846","ZI018583","","0","no","109","0","55906","","00001000000404722550","2015","10","95","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","09/02/19","249.28","yes","214.9","0","0","0","16","0","0","817326","ZID00847","ZI018606","","0","no","109","0","50271","","00001000000404722550","2015","10","95","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"COP1403","11/02/19","11200","yes","9655.17","0","0","0","16","0","0","817928","ZID00848","ZI018582","","0","no","","0","58733","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"RCC","14/02/19","3650","yes","3146.55","0","0","0","16","0","0","820629","ZID00849","ZI017741","","0","no","","0","41089","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"RCC","14/02/19","2557.7","yes","2204.91","0","0","0","16","0","0","820633","ZID00850","ZI017953","","0","no","","0","41089","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"RCC","14/02/19","3805","yes","3280.17","0","0","0","16","0","0","820647","ZID00851","ZI017991","","0","no","","0","41089","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"RCC","14/02/19","1860","yes","1603.45","0","0","0","16","0","0","820655","ZID00852","ZI018011","","0","no","","0","41089","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"RCC","14/02/19","506.25","yes","436.42","0","0","0","16","0","0","820661","ZID00853","ZI018026","","0","no","","0","41089","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"RCC","14/02/19","2220","yes","1913.79","0","0","0","16","0","0","820665","ZID00854","ZI018093","","0","no","","0","41089","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"RCC","14/02/19","4062.5","yes","3502.16","0","0","0","16","0","0","820671","ZID00855","ZI018201","","0","no","","0","41089","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"RCC","14/02/19","1500","yes","1293.1","0","0","0","16","0","0","820681","ZID00856","ZI018344","","0","no","","0","41089","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"RCC","14/02/19","150","yes","129.31","0","0","0","16","0","0","820685","ZID00857","ZI018378","","0","no","","0","41089","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"RCC","14/02/19","5880","yes","5068.97","0","0","0","16","0","0","820689","ZID00858","ZI018453","","0","no","","0","41089","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"RCC","14/02/19","9579","yes","8257.76","0","0","0","16","0","0","820695","ZID00859","ZI018551","","0","no","","0","41090","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"RCC","14/02/19","6810.5","yes","5871.12","0","0","0","16","0","0","820703","ZID00860","ZI018634","","0","no","","0","41090","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"OCP100","14/02/19","6720","yes","5793.1","0","0","0","16","0","0","821262","ZID00861","ZI018693","","0","no","","0","55234","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS636","15/02/19","25","yes","21.55","0","0","0","16","0","0","822411","ZID00862","ZI018708","","0","no","107","0","58653","","00001000000404722550","2015","10","95","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"HETC670","18/02/19","5000","yes","4310.34","0","0","0","16","0","0","824140","ZID00863","ZI018749","","0","no","","0","50739","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"OIOA63","19/02/19","5120","yes","4413.79","0","0","0","16","0","0","825052","ZID00864","ZI018768","","0","no","","0","56815","","00001000000404722550","2015","10","0","","no","04-Tarjeta de crédito","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","20/02/19","491.5","yes","423.71","0","0","0","16","0","0","825738","ZID00865","ZI018783","","0","no","146","0","49121","","00001000000404722550","2015","10","95","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS481","21/02/19","10000","yes","8620.69","0","0","0","16","0","0","826861","ZID00866","ZI018805","","0","no","","0","47819","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","21/02/19","4375.8","no","3772.24","0","0","0","16","0","0","827073","ZID00867","ZI018824","","0","no","146","0","58346","","00001000000404722550","2015","10","95","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","21/02/19","4375.8","yes","3772.24","0","0","0","16","0","0","827080","ZID00868","ZI018824","","0","no","146","0","59786","","00001000000404722550","2015","10","95","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"OCC17","22/02/19","11120","yes","9586.21","0","0","0","16","0","0","827627","ZID00869","ZI018745","","0","no","","0","46165","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"LOLG72","22/02/19","27600","yes","23793.1","0","0","0","16","0","0","827810","ZID00870","ZI018827","","0","no","","0","53670","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","22/02/19","1330","yes","1146.55","0","0","0","16","0","0","827900","ZID00871","ZI018847","","0","no","146","0","59306","","00001000000404722550","2015","10","95","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"SIG72","25/02/19","5000","yes","4310.34","0","0","0","16","0","0","829186","ZID00872","ZI018866","","0","no","","0","52545","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"RODH66","26/02/19","1590","yes","1370.69","0","0","0","16","0","0","830208","ZID00873","ZI018771","","0","no","109","0","53322","","00001000000404722550","2015","10","95","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","26/02/19","2218","yes","1912.07","0","0","0","16","0","0","830517","ZID00874","ZI018919","","0","no","146","0","59253","","00001000000404722550","2015","10","95","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"RODH66","27/02/19","12619.8","yes","10879.14","0","0","0","16","0","0","831206","ZID00875","ZI018895","","0","no","107","0","54825","","00001000000404722550","2015","10","95","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"HETC670","01/03/19","5800","yes","5000","0","0","0","16","0","0","833207","ZID00876","ZI018944","","0","no","","0","43676","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRSZI013","01/03/19","127021","yes","109500.86","0","0","0","16","0","0","833266","ZID00877","ZI018977","","0","no","","0","44769","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"GALZ83","01/03/19","28590","yes","24646.55","0","0","0","16","0","0","833540","ZID00878","ZI018936","","0","no","","0","57684","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS1987","01/03/19","6800","yes","5862.07","0","0","0","16","0","0","833570","ZID00879","ZI018876","","0","no","","0","58870","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MARG73","02/03/19","5000","yes","4310.34","0","0","0","16","0","0","834221","ZID00880","ZI018991","","0","no","","0","41722","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRSROES","04/03/19","5000","yes","4310.34","0","0","0","16","0","0","837026","ZID00881","ZI018659","","0","no","","0","50601","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRSROES","04/03/19","5000","yes","4310.34","0","0","0","16","0","0","837030","ZID00882","ZI018823","","0","no","","0","50601","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","05/03/19","118","yes","101.72","0","0","0","16","0","0","838145","ZID00883","ZI019047","","0","no","146","0","59428","","00001000000404722550","2015","10","95","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRSZI013","06/03/19","127021","yes","109500.86","0","0","0","16","0","0","838755","ZID00884","ZI018979","","0","no","107","0","41435","","00001000000404722550","2015","10","95","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","06/03/19","130","yes","112.07","0","0","0","16","0","0","839145","ZID00885","ZI019070","","0","no","146","0","59829","","00001000000404722550","2015","10","95","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"OIOA63","09/03/19","5200","yes","4482.76","0","0","0","16","0","0","844386","ZID00886","ZI019085","","0","no","","0","44636","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","13/03/19","5200","yes","4482.76","0","0","0","16","0","0","846402","ZID00887","ZI019161","","0","no","","0","55846","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"HETC670","13/03/19","1100","yes","948.28","0","0","0","16","0","0","846411","ZID00888","ZI019170","","0","no","107","0","56773","","00001000000404722550","2015","10","95","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"ROHV370","15/03/19","5520","yes","4758.62","0","0","0","16","0","0","848265","ZID00889","ZI019218","","0","no","","0","56615","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","18/03/19","294.9","yes","254.22","0","0","0","16","0","0","852775","ZID00890","ZI019256","","0","no","146","0","53093","","00001000000404722550","2015","10","95","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","20/03/19","236","yes","203.45","0","0","0","16","0","0","854283","ZID00891","ZI019265","","0","no","109","0","37116","","00001000000404722550","2015","10","95","","no","01-Efectivo","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRSZI013","21/03/19","68447.8","yes","59006.72","0","0","0","16","0","0","855938","ZID00892","ZI019320","","0","no","","0","54952","","00001000000404722550","2015","10","0","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
"MRS2043","22/03/19","882.32","yes","760.62","0","0","0","16","0","0","856693","ZID00893","ZI019324","","0","no","107","0","41810","","00001000000404722550","2015","10","95","","no","99-Por definir","","","no","0","G02-Devoluciones  descuentos o bonificaciones","","","","no","no","","0","","",""
