"Numren","Claart","Precio","Cant","Des","Estado","Costo","Piva","Pimp2","Nummov","facren","Nncre","Numfac","Tipo","canfon","observacion","Clauni","objimp"
"4","01VAR112","196.8167","22","0","yes","136.83544","16","0","221875","0","ZID00123","ZI005237","yes","0","","0",""
"1","0619372","2497.5","2","0","yes","868.36999","16","0","228549","0","ZID00124","ZI005461","yes","0","","0",""
"1","01CAL","64","2","0","yes","37.2","16","0","228898","0","ZID00125","ZI005490","yes","0","","0",""
"1","01CEMCAZ50","144","290","0","yes","107.759","16","0","229918","0","ZID00132","ZI005115","yes","0","","0",""
"1","03LA10126450","648","24","0","yes","354.8846","16","0","233397","0","ZID00126","ZI003326","yes","0","","0",""
"2","03LG31022","510.9","1","0","yes","265.5973","16","0","233397","0","ZID00126","ZI003326","yes","0","","0",""
"3","03POL46","19","580","0","yes","13.7","16","0","233397","0","ZID00126","ZI003326","yes","0","","0",""
"4","03SOL14112","17","60","0","yes","12.25","16","0","233397","0","ZID00126","ZI003326","yes","0","","0",""
"5","04HDCM14","62","4","0","yes","34.57","16","0","233397","0","ZID00126","ZI003326","yes","0","","0",""
"6","04HPPB14112","1.2","200","0","yes",".69","16","0","233397","0","ZID00126","ZI003326","yes","0","","0",""
"7","04HSI2110","48","4","0","yes","32.76","16","0","233397","0","ZID00126","ZI003326","yes","0","","0",""
"1","06REVC","32090","1","0","yes","21700","16","0","233413","0","ZID00127","ZI003511","yes","0","","0",""
"1","01ARM1543","164.7","20","0","yes","81.8","16","0","233417","0","ZID00128","ZI003710","yes","0","","0",""
"1","01VAR112","196.5","100","0","yes","128.43101","16","0","233421","0","ZID00129","ZI004844","yes","0","","0",""
"2","01VAR38","110","200","0","yes","68.37252","16","0","233421","0","ZID00129","ZI004844","yes","0","","0",""
"1","01CEMCAZ50","150","150","0","yes","107.7585","16","0","233427","0","ZID00130","ZI005122","yes","0","","0",""
"2","0611752","828","2","0","yes","543.63","16","0","233427","0","ZID00130","ZI005122","yes","0","","0",""
"3","06CARR6","884","2","0","yes","529.03","16","0","233427","0","ZID00130","ZI005122","yes","0","","0",""
"4","06PALT","117.5","8","0","yes","77.0121","16","0","233427","0","ZID00130","ZI005122","yes","0","","0",""
"1","01CEMCAZ50","150","150","0","yes","107.7585","16","0","233437","0","ZID00131","ZI005123","yes","0","","0",""
"1","01ALREC","21","30","0","yes","14.8","16","0","234306","0","ZID00133","ZI005058","yes","0","","0",""
"2","01CEMCAZ50","145","60","0","yes","107.7585","16","0","234306","0","ZID00133","ZI005058","yes","0","","0",""
"3","01EST123","20","54.4","0","yes","10.05","16","0","234306","0","ZID00133","ZI005058","yes","0","","0",""
"4","01EST1515","20","17.6","0","yes","11.55751","16","0","234306","0","ZID00133","ZI005058","yes","0","","0",""
"5","01VAR38","105","50","0","yes","68.37683","16","0","234306","0","ZID00133","ZI005058","yes","0","","0",""
"6","01YEM","56","20","0","yes","35.4","16","0","234306","0","ZID00133","ZI005058","yes","0","","0",""
"1","01CEMCAZ50","145","20","0","yes","94.541","16","0","234320","0","ZID00134","ZI005243","yes","0","","0",""
"1","06CONCR","294","13","0","yes","188","16","0","235662","0","ZID00136","ZI005591","yes","0","","0",""
"1","01VAR34","446","60","0","yes","310.5","16","0","240001","0","ZID00135","ZI005202","yes","0","","0",""
"1","01ARM204","164.7","100","0","yes","83.9979","16","0","241701","0","ZID00137","ZI004205","yes","0","","0",""
"2","01CAL","57","40","0","yes","37.2","16","0","241701","0","ZID00137","ZI004205","yes","0","","0",""
"3","01CEMCAZ50","143","100","0","yes","97.8445","16","0","241701","0","ZID00137","ZI004205","yes","0","","0",""
"1","01ARM204","164.7","100","0","yes","110","16","0","241709","0","ZID00138","ZI004851","yes","0","","0",""
"2","01CEMCAZ50","150","60","0","yes","107.7585","16","0","241709","0","ZID00138","ZI004851","yes","0","","0",""
"1","01ALREC","22.5","8","0","yes","15","16","0","242516","0","ZID00142","ZI005327","yes","0","","0",""
"2","01ARM204","164.7","16","0","yes","93","16","0","242516","0","ZID00142","ZI005327","yes","0","","0",""
"3","01BLO15","7.8","800","0","yes","5.43103","16","0","242516","0","ZID00142","ZI005327","yes","0","","0",""
"4","01CEMCAZ50","150","50","0","yes","105.5625","16","0","242516","0","ZID00142","ZI005327","yes","0","","0",""
"5","01MALSOL10","23.9","32","0","yes","13.9193","16","0","242516","0","ZID00142","ZI005327","yes","0","","0",""
"6","01VAR38","110","34","0","yes","68.3693","16","0","242516","0","ZID00142","ZI005327","yes","0","","0",""
"7","0646050","8.5","40","0","yes","3.7154","16","0","242516","0","ZID00142","ZI005327","yes","0","","0",""
"8","067593","12.5","2","0","yes","6.02","16","0","242516","0","ZID00142","ZI005327","yes","0","","0",""
"9","06CLA212","23","4","0","yes","14.57","16","0","242516","0","ZID00142","ZI005327","yes","0","","0",""
"10","08CAJCHR","10","2","0","yes","6.41","16","0","242516","0","ZID00142","ZI005327","yes","0","","0",""
"11","08CAJO4R","13.5","2","0","yes","8.8","16","0","242516","0","ZID00142","ZI005327","yes","0","","0",""
"12","08CONPDAB","18","2","0","yes","7.89","16","0","242516","0","ZID00142","ZI005327","yes","0","","0",""
"13","08POL12","3","14","0","yes","1.7582","16","0","242516","0","ZID00142","ZI005327","yes","0","","0",""
"14","GTRAS","600","2","0","yes","100","16","0","242516","0","ZID00142","ZI005327","yes","0","","0",""
"1","01BLO15","8","700","0","yes","5.68965","16","0","247013","0","ZID00139","ZI006032","yes","0","","0",""
"2","GTRAS","300","1","0","yes","100","16","0","247013","0","ZID00139","ZI006032","yes","0","","0",""
"1","01CEMBC","143","6","0","yes","87.71551","16","0","249012","0","ZID00140","ZI006082","yes","0","","0",""
"1","01ALREC","22.5","8","0","yes","15","16","0","249787","0","ZID00143","ZI005338","yes","0","","0",""
"2","01ARM204","164.7","16","0","yes","93","16","0","249787","0","ZID00143","ZI005338","yes","0","","0",""
"3","01BLO15","7.8","800","0","yes","5.43103","16","0","249787","0","ZID00143","ZI005338","yes","0","","0",""
"4","01CEMCAZ50","150","50","0","yes","105.5625","16","0","249787","0","ZID00143","ZI005338","yes","0","","0",""
"5","01MALSOL10","23.9","32","0","yes","13.92","16","0","249787","0","ZID00143","ZI005338","yes","0","","0",""
"6","01VAR38","110","34","0","yes","68.3693","16","0","249787","0","ZID00143","ZI005338","yes","0","","0",""
"7","067593","12.5","2","0","yes","6.02","16","0","249787","0","ZID00143","ZI005338","yes","0","","0",""
"8","06CLA212","23","4","0","yes","14.57","16","0","249787","0","ZID00143","ZI005338","yes","0","","0",""
"9","08CAB12","8.5","40","0","yes","5.645","16","0","249787","0","ZID00143","ZI005338","yes","0","","0",""
"10","08CAJCHR","10","2","0","yes","6.41","16","0","249787","0","ZID00143","ZI005338","yes","0","","0",""
"11","08CAJO4R","13.5","2","0","yes","8.8","16","0","249787","0","ZID00143","ZI005338","yes","0","","0",""
"12","08CONPDAB","18","2","0","yes","7.89","16","0","249787","0","ZID00143","ZI005338","yes","0","","0",""
"13","08POL12","3","14","0","yes","1.7582","16","0","249787","0","ZID00143","ZI005338","yes","0","","0",""
"14","GTRAS","600","2","0","yes","100","16","0","249787","0","ZID00143","ZI005338","yes","0","","0",""
"1","01ALREC","22.5","8","0","yes","15","16","0","249816","0","ZID00144","ZI005366","yes","0","","0",""
"2","01ARM204","164.7","16","0","yes","93","16","0","249816","0","ZID00144","ZI005366","yes","0","","0",""
"3","01BLO15","7.8","800","0","yes","5.43103","16","0","249816","0","ZID00144","ZI005366","yes","0","","0",""
"4","01CEMCAZ50","150","50","0","yes","107.759","16","0","249816","0","ZID00144","ZI005366","yes","0","","0",""
"5","01MALSOL10","23.9","32","0","yes","13.92","16","0","249816","0","ZID00144","ZI005366","yes","0","","0",""
"6","01VAR38","110","34","0","yes","68.3693","16","0","249816","0","ZID00144","ZI005366","yes","0","","0",""
"7","0646050","8.5","40","0","yes","3.7154","16","0","249816","0","ZID00144","ZI005366","yes","0","","0",""
"8","067593","12.5","2","0","yes","6.02","16","0","249816","0","ZID00144","ZI005366","yes","0","","0",""
"9","06CLA212","23","4","0","yes","14.57","16","0","249816","0","ZID00144","ZI005366","yes","0","","0",""
"10","08CAJCHR","10","2","0","yes","6.41","16","0","249816","0","ZID00144","ZI005366","yes","0","","0",""
"11","08CAJO4R","13.5","2","0","yes","8.8","16","0","249816","0","ZID00144","ZI005366","yes","0","","0",""
"12","08CONPDAB","18","2","0","yes","7.89","16","0","249816","0","ZID00144","ZI005366","yes","0","","0",""
"13","08POL12","3","14","0","yes","1.7582","16","0","249816","0","ZID00144","ZI005366","yes","0","","0",""
"14","GTRAS","600","2","0","yes","100","16","0","249816","0","ZID00144","ZI005366","yes","0","","0",""
"1","01ALREC","22.5","8","0","yes","15","16","0","249845","0","ZID00145","ZI005412","yes","0","","0",""
"2","01ARM204","164.7","16","0","yes","93","16","0","249845","0","ZID00145","ZI005412","yes","0","","0",""
"3","01BLO15","7.8","800","0","yes","5.43103","16","0","249845","0","ZID00145","ZI005412","yes","0","","0",""
"4","01CEMCAZ50","150","50","0","yes","107.759","16","0","249845","0","ZID00145","ZI005412","yes","0","","0",""
"5","01MALSOL10","23.9","32","0","yes","13.92","16","0","249845","0","ZID00145","ZI005412","yes","0","","0",""
"6","01VAR38","110","34","0","yes","68.3693","16","0","249845","0","ZID00145","ZI005412","yes","0","","0",""
"7","0646050","8.5","40","0","yes","3.7154","16","0","249845","0","ZID00145","ZI005412","yes","0","","0",""
"8","067593","12.5","2","0","yes","6.02","16","0","249845","0","ZID00145","ZI005412","yes","0","","0",""
"9","06CLA212","23","4","0","yes","14.57","16","0","249845","0","ZID00145","ZI005412","yes","0","","0",""
"10","08CAJCHR","10","2","0","yes","6.41","16","0","249845","0","ZID00145","ZI005412","yes","0","","0",""
"11","08CAJO4R","13.5","2","0","yes","8.8","16","0","249845","0","ZID00145","ZI005412","yes","0","","0",""
"12","08CONPDAB","18","2","0","yes","7.89","16","0","249845","0","ZID00145","ZI005412","yes","0","","0",""
"13","08POL12","3","14","0","yes","1.7582","16","0","249845","0","ZID00145","ZI005412","yes","0","","0",""
"14","GTRAS","600","2","0","yes","100","16","0","249845","0","ZID00145","ZI005412","yes","0","","0",""
"1","01ALREC","22.5","8","0","yes","15","16","0","249874","0","ZID00146","ZI005431","yes","0","","0",""
"2","01ARM204","164.7","16","0","yes","93","16","0","249874","0","ZID00146","ZI005431","yes","0","","0",""
"3","01BLO15","7.8","800","0","yes","5.431","16","0","249874","0","ZID00146","ZI005431","yes","0","","0",""
"4","01CEMCAZ50","150","50","0","yes","107.759","16","0","249874","0","ZID00146","ZI005431","yes","0","","0",""
"5","01MALSOL10","23.9","32","0","yes","13.92","16","0","249874","0","ZID00146","ZI005431","yes","0","","0",""
"6","01VAR38","110","34","0","yes","68.3693","16","0","249874","0","ZID00146","ZI005431","yes","0","","0",""
"7","067593","12.5","2","0","yes","6.02","16","0","249874","0","ZID00146","ZI005431","yes","0","","0",""
"8","06CLA212","23","4","0","yes","14.57","16","0","249874","0","ZID00146","ZI005431","yes","0","","0",""
"9","08CAB12","8.5","40","0","yes","5.645","16","0","249874","0","ZID00146","ZI005431","yes","0","","0",""
"10","08CAJCHR","10","2","0","yes","6.41","16","0","249874","0","ZID00146","ZI005431","yes","0","","0",""
"11","08CAJO4R","13.5","2","0","yes","8.8","16","0","249874","0","ZID00146","ZI005431","yes","0","","0",""
"12","08CONPDAB","18","2","0","yes","7.93","16","0","249874","0","ZID00146","ZI005431","yes","0","","0",""
"13","08POL12","3","14","0","yes","1.7582","16","0","249874","0","ZID00146","ZI005431","yes","0","","0",""
"14","GTRAS","1200","1","0","yes","100","16","0","249874","0","ZID00146","ZI005431","yes","0","","0",""
"1","01ALREC","22.5","8","0","yes","15","16","0","249935","0","ZID00147","ZI005462","yes","0","","0",""
"2","01ARM204","164.7","16","0","yes","93","16","0","249935","0","ZID00147","ZI005462","yes","0","","0",""
"3","01BLO15","7.8","800","0","yes","5.43103","16","0","249935","0","ZID00147","ZI005462","yes","0","","0",""
"4","01CEMCAZ50","150","50","0","yes","107.75899","16","0","249935","0","ZID00147","ZI005462","yes","0","","0",""
"5","01MALSOL10","23.9","32","0","yes","13.92","16","0","249935","0","ZID00147","ZI005462","yes","0","","0",""
"6","01VAR38","110","34","0","yes","68.3693","16","0","249935","0","ZID00147","ZI005462","yes","0","","0",""
"7","0646050","8.5","40","0","yes","4.735","16","0","249935","0","ZID00147","ZI005462","yes","0","","0",""
"8","067593","12.5","2","0","yes","6.02","16","0","249935","0","ZID00147","ZI005462","yes","0","","0",""
"9","06CLA212","23","4","0","yes","14.57","16","0","249935","0","ZID00147","ZI005462","yes","0","","0",""
"10","08CAJCHR","10","2","0","yes","6.41","16","0","249935","0","ZID00147","ZI005462","yes","0","","0",""
"11","08CAJO4R","13.5","2","0","yes","8.8","16","0","249935","0","ZID00147","ZI005462","yes","0","","0",""
"12","08CONPDAB","18","2","0","yes","7.93","16","0","249935","0","ZID00147","ZI005462","yes","0","","0",""
"13","08POL12","3","14","0","yes","1.7582","16","0","249935","0","ZID00147","ZI005462","yes","0","","0",""
"14","GTRAS","600","2","0","yes","100","16","0","249935","0","ZID00147","ZI005462","yes","0","","0",""
"1","01ALREC","22.5","8","0","yes","15","16","0","249964","0","ZID00148","ZI005484","yes","0","","0",""
"2","01ARM204","164.7","16","0","yes","93","16","0","249964","0","ZID00148","ZI005484","yes","0","","0",""
"3","01BLO15","7.8","800","0","yes","5.431","16","0","249964","0","ZID00148","ZI005484","yes","0","","0",""
"4","01CEMCAZ50","150","50","0","yes","107.75899","16","0","249964","0","ZID00148","ZI005484","yes","0","","0",""
"5","01MALSOL10","23.9","32","0","yes","13.92","16","0","249964","0","ZID00148","ZI005484","yes","0","","0",""
"6","01VAR38","110","34","0","yes","68.3693","16","0","249964","0","ZID00148","ZI005484","yes","0","","0",""
"7","0646050","8.5","40","0","yes","4.735","16","0","249964","0","ZID00148","ZI005484","yes","0","","0",""
"8","067593","12.5","2","0","yes","6.02","16","0","249964","0","ZID00148","ZI005484","yes","0","","0",""
"9","06CLA212","23","4","0","yes","14.57","16","0","249964","0","ZID00148","ZI005484","yes","0","","0",""
"10","08CAJCHR","10","2","0","yes","6.41","16","0","249964","0","ZID00148","ZI005484","yes","0","","0",""
"11","08CAJO4R","13.5","2","0","yes","8.8","16","0","249964","0","ZID00148","ZI005484","yes","0","","0",""
"12","08CONPDAB","18","2","0","yes","7.93","16","0","249964","0","ZID00148","ZI005484","yes","0","","0",""
"13","08POL12","3","14","0","yes","1.7582","16","0","249964","0","ZID00148","ZI005484","yes","0","","0",""
"14","GTRAS","600","2","0","yes","100","16","0","249964","0","ZID00148","ZI005484","yes","0","","0",""
"1","01ALREC","22.5","8","0","yes","15","16","0","249993","0","ZID00149","ZI005485","yes","0","","0",""
"2","01ARM204","164.7","16","0","yes","93","16","0","249993","0","ZID00149","ZI005485","yes","0","","0",""
"3","01BLO15","7.8","800","0","yes","5.43103","16","0","249993","0","ZID00149","ZI005485","yes","0","","0",""
"4","01CEMCAZ50","150","50","0","yes","107.75899","16","0","249993","0","ZID00149","ZI005485","yes","0","","0",""
"5","01MALSOL10","23.9","32","0","yes","13.92","16","0","249993","0","ZID00149","ZI005485","yes","0","","0",""
"6","01VAR38","110","34","0","yes","68.3693","16","0","249993","0","ZID00149","ZI005485","yes","0","","0",""
"7","0646050","8.5","40","0","yes","4.735","16","0","249993","0","ZID00149","ZI005485","yes","0","","0",""
"8","067593","12.5","2","0","yes","6.02","16","0","249993","0","ZID00149","ZI005485","yes","0","","0",""
"9","06CLA212","23","4","0","yes","14.57","16","0","249993","0","ZID00149","ZI005485","yes","0","","0",""
"10","08CAJCHR","10","2","0","yes","6.41","16","0","249993","0","ZID00149","ZI005485","yes","0","","0",""
"11","08CAJO4R","13.5","2","0","yes","8.8","16","0","249993","0","ZID00149","ZI005485","yes","0","","0",""
"12","08CONPDAB","18","2","0","yes","7.93","16","0","249993","0","ZID00149","ZI005485","yes","0","","0",""
"13","08POL12","3","14","0","yes","1.7582","16","0","249993","0","ZID00149","ZI005485","yes","0","","0",""
"14","GTRAS","600","2","0","yes","100","16","0","249993","0","ZID00149","ZI005485","yes","0","","0",""
"1","01ALREC","22.5","8","0","yes","15","16","0","250022","0","ZID00150","ZI005524","yes","0","","0",""
"2","01ARM204","164.7","16","0","yes","93","16","0","250022","0","ZID00150","ZI005524","yes","0","","0",""
"3","01BLO15","7.8","800","0","yes","5.43103","16","0","250022","0","ZID00150","ZI005524","yes","0","","0",""
"4","01CEMCAZ50","150","50","0","yes","107.759","16","0","250022","0","ZID00150","ZI005524","yes","0","","0",""
"5","01MALSOL10","23.9","32","0","yes","13.92","16","0","250022","0","ZID00150","ZI005524","yes","0","","0",""
"6","01VAR38","110","34","0","yes","68.3693","16","0","250022","0","ZID00150","ZI005524","yes","0","","0",""
"7","0646050","8.5","40","0","yes","4.735","16","0","250022","0","ZID00150","ZI005524","yes","0","","0",""
"8","067593","12.5","2","0","yes","6.02","16","0","250022","0","ZID00150","ZI005524","yes","0","","0",""
"9","06CLA212","23","4","0","yes","14.57","16","0","250022","0","ZID00150","ZI005524","yes","0","","0",""
