"Clapro","Refori","Fecfac","Fecven","Monto","Estado","Miva","MImp2","MDes","Mcosto","Piva","Pimp2","PDes","Nummov","Numfac","Facpro","Mfondo","Numuser","nusercan"
"TOCJ8","","09/04/16","09/04/16","4560.01","yes","3931.04","0","0","0","16","0","0","85841","00000225","966","0","0","0"
"HEM45","","11/04/16","11/04/16","8510","yes","7336.21","0","0","0","16","0","0","86120","00000226",".","0","0","0"
"CCA95","","11/04/16","11/04/16","111434.96","yes","96064.62","0","0","0","16","0","0","86252","00000227","4353340","0","0","0"
"DEA710","","11/04/16","11/04/16","31336.7","yes","27014.4","0","0","0","16","0","0","85938","00000228","I394866","0","0","0"
"TOCJ8","","12/04/16","12/04/16","4560.01","yes","3931.04","0","0","0","16","0","0","86594","00000229","973","0","0","0"
"TOCJ8","","12/04/16","12/04/16","4560.01","yes","3931.04","0","0","0","16","0","0","86598","00000230","993","0","0","0"
"GAC95","","13/04/16","13/04/16","93117.84","yes","80274","0","0","81600","16","0","0","86852","00000231","23791","0","0","0"
"CCA95","","14/04/16","14/04/16","111434.96","yes","96064.62","0","0","0","16","0","0","86874","00000232",".","0","0","0"
"TOCJ8","","14/04/16","14/04/16","4560.01","yes","3931.04","0","0","0","16","0","0","87247","00000233","12","0","0","0"
"TOCJ8","","14/04/16","14/04/16","4560.01","yes","3931.04","0","0","0","16","0","0","87251","00000234","31","0","0","0"
"CTR91","","14/04/16","14/04/16","321806.05","yes","277419","0","0","0","16","0","0","87308","00000235","27091","0","0","0"
"CCA95","","15/04/16","15/04/16","111434.96","yes","96064.62","0","0","0","16","0","0","87464","00000236","4353330","0","0","0"
"DDS15","","15/04/16","15/04/16","9091.34","yes","7837.36","0","0","0","16","0","0","87157","00000237","1959","0","0","0"
"DDS15","","15/04/16","15/04/16","225.31","yes","194.23","0","0","225.31","16","0","0","87581","00000238","1949","0","0","0"
"AAL05","","16/04/16","16/04/16","6363.81","yes","5486.04","0","0","0","16","0","0","87543","00000239","FVT 040664","0","0","0"
"TOCJ8","","16/04/16","16/04/16","4560.01","yes","3931.04","0","0","0","16","0","0","87663","00000240","50","0","0","0"
"AAL05","","16/04/16","16/04/16","621252.5","yes","535562.5","0","0","0","16","0","0","87671","00000241","13312","0","0","0"
"AAL05","","16/04/16","16/04/16","163487.5","yes","140937.5","0","0","0","16","0","0","87721","00000242","13320","0","0","0"
"TOCJ8","","16/04/16","16/04/16","4560.01","yes","3931.04","0","0","0","16","0","0","87725","00000243","55","0","0","0"
"CQM66","","19/04/16","19/04/16","51782.4","yes","44640","0","0","0","16","0","0","88117","00000244","4420","0","0","0"
"INO14","","19/04/16","19/04/16","33675.26","yes","29030.4","0","0","0","16","0","0","88160","00000245","13948","0","0","0"
"TOCJ8","","19/04/16","19/04/16","4560.01","yes","3931.04","0","0","0","16","0","0","88201","00000246","71","0","0","0"
"TOCJ8","","19/04/16","19/04/16","4560.01","yes","3931.04","0","0","0","16","0","0","88205","00000247","76","0","0","0"
"YIRJ75","","20/04/16","20/04/16","775","yes","0","775","0","0","0","0","0","88307","00000248","622","0","0","0"
"CCA95","","20/04/16","20/04/16","111434.96","yes","96064.62","0","0","0","16","0","0","88346","00000249",".","0","0","0"
"AAL05","","21/04/16","21/04/16","171329.32","yes","147697.69","0","0","0","16","0","0","88484","00000250","41113","0","0","0"
"CCA95","","22/04/16","22/04/16","111434.96","yes","96064.62","0","0","0","16","0","0","88689","00000251","4353335","0","0","0"
"TOCJ8","","23/04/16","23/04/16","4560.01","yes","3931.04","0","0","0","16","0","0","88803","00000252","106","0","0","0"
"DDS15","","23/04/16","23/04/16","3295.85","yes","2841.25","0","0","0","16","0","0","88810","00000253","2118","0","0","0"
"DEA710","","25/04/16","25/04/16","88414.2","yes","76219.14","0","0","0","16","0","0","89504","00000254","I396258","0","0","0"
"OEVJ71","","25/04/16","25/04/16","1280","yes","1103.45","0","0","0","16","0","0","89518","00000255",".","0","0","0"
"CCA95","","26/04/16","26/04/16","111434.96","yes","96064.62","0","0","96064.62","16","0","0","89761","00000256",".","0","0","0"
"CCAZ95","","27/04/16","27/04/16","118320","yes","102000","0","0","0","16","0","0","90183","00000257","4383690","0","0","0"
"CCA95","","29/04/16","29/04/16","111434.96","yes","96064.62","0","0","0","16","0","0","91018","00000258","4353352","0","0","0"
"DEA710","","29/04/16","29/04/16","64031.79","yes","55199.82","0","0","0","16","0","0","91053","00000259","I396624","0","0","0"
"DDS15","","29/04/16","29/04/16","8236.72","yes","7100.62","0","0","0","16","0","0","91060","00000260","2242","0","0","0"
"OEVJ71","","30/04/16","30/04/16","7125.01","yes","6142.25","0","0","0","16","0","0","91236","00000261","112","0","0","0"
"CCA95","","30/04/16","30/04/16","111434.96","yes","96064.62","0","0","0","16","0","0","91309","00000262","4353352","0","0","0"
"OEVJ71","","02/05/16","02/05/16","6426.02","yes","5539.67","0","0","0","16","0","0","91462","00000263","113","0","0","0"
"CCA95","","03/05/16","03/05/16","111434.96","yes","96064.62","0","0","0","16","0","0","91619","00000264","4353331","0","0","0"
"GIGJ57","","03/05/16","03/05/16","1624","yes","1400","0","0","0","16","0","0","91626","00000265","1","0","0","0"
"OEVJ71","","03/05/16","03/05/16","5973.99","yes","5149.99","0","0","4917.25","16","0","0","91654","00000266","117","0","0","0"
"OEVJ71","","03/05/16","03/05/16","5999.98","yes","5172.4","0","0","0","16","0","0","91668","00000267","115","0","0","0"
"AAL05","","03/05/16","03/05/16","109365.96","yes","94281","0","0","0","16","0","0","91697","00000268","42226","0","0","0"
"CCA95","","03/05/16","03/05/16","111434.96","yes","96064.62","0","0","0","16","0","0","91877","00000269","4370723","0","0","0"
"AAL05","","04/05/16","04/05/16","106133.27","yes","91494.2","0","0","0","16","0","0","91918","00000270","42227","0","0","0"
"AAL05","","04/05/16","04/05/16","47712.19","yes","41131.2","0","0","0","16","0","0","92006","00000271","42228","0","0","0"
"OEVJ71","","04/05/16","04/05/16","1140","yes","982.76","0","0","0","16","0","0","92078","00000272","169","0","0","0"
"ROT78","","04/05/16","04/05/16","18601.18","yes","16035.5","0","0","0","16","0","0","92084","00000273","15000145784","0","0","0"
"DDS15","","04/05/16","04/05/16","12945.95","yes","11160.3","0","0","0","16","0","0","92090","00000274","2343","0","0","0"
"CCA95","","05/05/16","05/05/16","111434.96","yes","96064.62","0","0","0","16","0","0","92310","00000275","4370744","0","0","0"
"DDS15","","05/05/16","05/05/16","85073.49","yes","73339.21","0","0","3540.98","16","0","0","92427","00000276","2353","0","0","0"
"CCA95","","06/05/16","06/05/16","83979.4","yes","72396.04","0","0","0","16","0","0","92704","00000277","4372080","0","0","0"
"CCAZ95","","06/05/16","06/05/16","118320","yes","102000","0","0","0","16","0","0","92779","00000278","4385946","0","0","0"
"INO14","","06/05/16","06/05/16","33675.26","yes","29030.4","0","0","0","16","0","0","92852","00000279","14726","0","0","0"
"INO14","","06/05/16","06/05/16","33675.26","yes","29030.4","0","0","0","16","0","0","92930","00000280","14725","0","0","0"
"YIRJ75","","07/05/16","07/05/16","3050.08","yes","0","3050.08","0","0","0","0","0","93036","00000281",".","0","0","0"
"CFI93","","07/05/16","07/05/16","904.22","yes","779.5","0","0","0","16","0","0","93060","00000282","4821","0","0","0"
"SUA94","","07/05/16","07/05/16","220400","yes","190000","0","0","0","16","0","0","93072","00000283","12526","0","0","0"
"DEA710","","07/05/16","07/05/16","13227.76","yes","11403.24","0","0","0","16","0","0","93083","00000284","I397295","0","0","0"
"DEA710","","07/05/16","07/05/16","23502.51","yes","20260.78","0","0","20261.12","16","0","0","93165","00000285",".","0","0","0"
"AAL05","","09/05/16","09/05/16","18185.32","yes","15677","0","0","0","16","0","0","93293","00000286","42701","0","0","0"
"OEVJ71","","09/05/16","09/05/16","5999.98","yes","5172.4","0","0","0","16","0","0","93299","00000287","120","0","0","0"
"DEA710","","09/05/16","09/05/16","29421.52","yes","25363.38","0","0","0","16","0","0","93322","00000288","I397558","0","0","0"
"DEA710","","09/05/16","09/05/16","23502.9","yes","20261.12","0","0","0","16","0","0","93349","00000289","I397550","0","0","0"
"CCA95","","09/05/16","09/05/16","111434.96","yes","96064.62","0","0","0","16","0","0","93378","00000290",".","0","0","0"
"CCA95","","09/05/16","09/05/16","83996.16","yes","72410.49","0","0","71934","16","0","0","93382","00000291","4372082","0","0","0"
"SAC09","","10/05/16","10/05/16","376967.52","yes","324972","0","0","0","16","0","0","93443","00000292","18521","0","0","0"
"OEVJ71","","10/05/16","10/05/16","1000","yes","862.07","0","0","0","16","0","0","93450","00000293",".","0","0","0"
"TOCJ8","","10/05/16","10/05/16","1000","no","862.07","0","0","0","16","0","0","93480","00000294","340","0","0","0"
"OEVJ71","","10/05/16","10/05/16","1000","yes","862.07","0","0","0","16","0","0","93483","00000295",".","0","0","0"
"AAL05","","11/05/16","11/05/16","161680.8","yes","139380","0","0","0","16","0","0","93584","00000296","14002","0","0","0"
"DDS15","","11/05/16","11/05/16","19802.83","yes","17071.4","0","0","0","16","0","0","93702","00000297","2505","0","0","0"
"TOCJ8","","11/05/16","11/05/16","4719.99","yes","4068.96","0","0","0","16","0","0","93713","00000298","340","0","0","0"
"DDS15","","11/05/16","11/05/16","2326.98","yes","2006.02","0","0","0","16","0","0","93717","00000299","2536","0","0","0"
"CCA95","","11/05/16","11/05/16","111434.96","yes","96064.62","0","0","0","16","0","0","93774","00000300",".","0","0","0"
"OEVJ71","","12/05/16","12/05/16","500","yes","431.04","0","0","0","16","0","0","94050","00000301",".","0","0","0"
"CFI93","","12/05/16","12/05/16","801.79","yes","691.2","0","0","0","16","0","0","94162","00000302","4852","0","0","0"
"CCA95","","12/05/16","12/05/16","111434.96","yes","96064.62","0","0","0","16","0","0","94180","00000303","4370742","0","0","0"
"CCAZ95","","12/05/16","12/05/16","118320","yes","102000","0","0","0","16","0","0","94184","00000304",".","0","0","0"
"TOCJ8","","12/05/16","12/05/16","4719.99","yes","4068.96","0","0","0","16","0","0","94192","00000305","363","0","0","0"
"DEA710","","13/05/16","13/05/16","321160.92","yes","276862.86","0","0","0","16","0","0","51011","00000306","258945","0","0","0"
"DEA710","","13/05/16","13/05/16","371197.65","yes","319997.98","0","0","0","16","0","0","94285","00000307","258944","0","0","0"
"TOCJ8","","14/05/16","14/05/16","4719.99","yes","4068.96","0","0","0","16","0","0","94354","00000308","388","0","0","0"
"TOCJ8","","14/05/16","14/05/16","4719.99","yes","4068.96","0","0","0","16","0","0","94358","00000309","380","0","0","0"
"CCA95","","14/05/16","14/05/16","83711.48","yes","72165.07","0","0","71934","16","0","0","94362","00000310","4372083","0","0","0"
"FOCA73","","14/05/16","14/05/16","18213.16","yes","15701","0","0","0","16","0","0","94413","00000311",".","0","0","0"
"TOCJ8","","16/05/16","16/05/16","4719.99","yes","4068.96","0","0","0","16","0","0","94532","00000312","401","0","0","0"
"SAC09","","16/05/16","16/05/16","167541.12","yes","144432","0","0","0","16","0","0","94577","00000313","18606","0","0","0"
"SAC09","","16/05/16","16/05/16","120420.18","yes","103810.5","0","0","0","16","0","0","94584","00000314","18605","0","0","0"
"INO14","","16/05/16","16/05/16","63983","yes","55157.76","0","0","0","16","0","0","94668","00000315","15015","0","0","0"
"CCA95","","16/05/16","16/05/16","111434.96","yes","96064.62","0","0","0","16","0","0","94689","00000316","4370722","0","0","0"
"GIGJ57","","17/05/16","17/05/16","3248","yes","2800","0","0","0","16","0","0","94792","00000317",".","0","0","0"
"TOCJ8","","18/05/16","18/05/16","3420","yes","2948.28","0","0","0","16","0","0","94913","00000318","412","0","0","0"
"CCA95","","18/05/16","18/05/16","111434.96","yes","96064.62","0","0","0","16","0","0","94917","00000319","4370729","0","0","0"
"CCA95","","18/05/16","18/05/16","83711.48","yes","72165.07","0","0","71934","16","0","0","95125","00000320","4372084","0","0","0"
"CCA95","","19/05/16","19/05/16","111434.96","yes","96064.62","0","0","0","16","0","0","95268","00000321","4370728","0","0","0"
"DDS15","","21/05/16","21/05/16","14404.02","yes","12417.26","0","0","0","16","0","0","95873","00000322","2792","0","0","0"
"CCAZ95","","21/05/16","21/05/16","118320","yes","102000","0","0","0","16","0","0","95891","00000323","4389098","0","0","0"
"DEA710","","21/05/16","21/05/16","56984.28","yes","49124.38","0","0","0","16","0","0","95938","00000324","259536","0","0","0"
"CCA95","","23/05/16","23/05/16","111434.96","yes","96064.62","0","0","0","16","0","0","96099","00000325","4370731","0","0","0"
"DEA710","","23/05/16","23/05/16","14946.97","yes","12885.32","0","0","0","16","0","0","95961","00000326","398327","0","0","0"
"DEA710","","23/05/16","23/05/16","23502.51","yes","20260.78","0","0","0","16","0","0","96128","00000327","398328","0","0","0"
"MULG67","","23/05/16","23/05/16","220","yes","189.66","0","0","0","16","0","0","96172","00000328",".","0","0","0"
"CCA95","","23/05/16","23/05/16","111434.96","yes","96064.62","0","0","0","16","0","0","96369","00000329","4370739","0","0","0"
"AAL05","","24/05/16","24/05/16","21173.25","yes","18252.8","0","0","0","16","0","0","96556","00000330","44129","0","0","0"
"AEM87","","24/05/16","24/05/16","1908.2","yes","1645","0","0","0","16","0","0","96691","00000331","9035","0","0","0"
"LSC","","24/05/16","24/05/16","27439.1","yes","23654.4","0","0","0","16","0","0","58342","00000332","34838","0","0","0"
"DDS15","","25/05/16","25/05/16","35237.25","yes","30376.94","0","0","0","16","0","0","97001","00000333","2863","0","0","0"
"DDS15","","25/05/16","25/05/16","1934.76","yes","1667.9","0","0","0","16","0","0","97330","00000334","2872","0","0","0"
"CCA95","","25/05/16","25/05/16","84264.08","yes","72641.45","0","0","71929","16","0","0","97365","00000335","4372085","0","0","0"
"MULG67","","25/05/16","25/05/16","208","yes","179.31","0","0","0","16","0","0","97474","00000336","21863","0","0","0"
"CCA95","","26/05/16","26/05/16","111434.96","yes","96064.62","0","0","0","16","0","0","97710","00000337","4370732","0","0","0"
"TAD95","","26/05/16","26/05/16","5091.65","yes","4389.35","0","0","0","16","0","0","97717","00000338","6651","0","0","0"
"OEVJ71","","26/05/16","26/05/16","5999.98","yes","5172.4","0","0","0","16","0","0","97729","00000339","366","0","0","0"
"AAL05","","27/05/16","27/05/16","3509.7","yes","3025.6","0","0","0","16","0","0","97939","00000340","44310","0","0","0"
"MDC81","","27/05/16","27/05/16","19500.76","yes","16811","0","0","0","16","0","0","98050","00000341",".","0","0","0"
"CCA95","","27/05/16","27/05/16","111434.96","yes","96064.62","0","0","0","16","0","0","98089","00000342","4370733","0","0","0"
"TOCJ8","","27/05/16","27/05/16","4719.99","yes","4068.96","0","0","0","16","0","0","98099","00000343","527","0","0","0"
"DEA710","","27/05/16","27/05/16","35813.35","yes","30873.58","0","0","0","16","0","0","98104","00000344","398898","0","0","0"
"TOCJ8","","28/05/16","28/05/16","4719.99","yes","4068.96","0","0","0","16","0","0","98327","00000345","535","0","0","0"
"APO69","","28/05/16","28/05/16","13601","yes","11725","0","0","0","16","0","0","98373","00000346","23530","0","0","0"
"GAC95","","30/05/16","30/05/16","207175.57","yes","178599.63","0","0","0","16","0","0","98504","00000347","7991","0","0","0"
"CCA95","","30/05/16","30/05/16","84230.59","yes","72612.58","0","0","71929","16","0","0","98527","00000348",".","0","0","0"
"TOCJ8","","31/05/16","31/05/16","9439.99","yes","8137.92","0","0","0","16","0","0","98817","00000349","541","0","0","0"
"CCA95","","31/05/16","31/05/16","111434.96","yes","96064.62","0","0","0","16","0","0","98856","00000350","4370734","0","0","0"
"TOCJ8","","31/05/16","31/05/16","4860","yes","4189.66","0","0","4068.96","16","0","0","98930","00000351","554","0","0","0"
"GAC95","","02/06/16","02/06/16","112703.99","yes","97158.61","0","0","0","16","0","0","99297","00000352","4483","0","0","0"
"TOCJ8","","02/06/16","02/06/16","4719.99","yes","4068.96","0","0","0","16","0","0","99447","00000353","582","0","0","0"
"TOCJ8","","02/06/16","02/06/16","4719.99","yes","4068.96","0","0","0","16","0","0","99452","00000354","578","0","0","0"
"CCA95","","02/06/16","02/06/16","111434.96","yes","96064.62","0","0","0","16","0","0","99381","00000355","4370736","0","0","0"
"CCA95","","03/06/16","03/06/16","84213.85","yes","72598.15","0","0","71929","16","0","0","99501","00000356",".","0","0","0"
"TOCJ8","","04/06/16","04/06/16","4719.99","yes","4068.96","0","0","0","16","0","0","99814","00000357","601","0","0","0"
"CCA95DA","","04/06/16","04/06/16","112709.86","yes","97163.67","0","0","97084.62","16","0","0","99909","00000358","4413612","0","0","0"
"GIGJ57","","04/06/16","04/06/16","3248","yes","2800","0","0","0","16","0","0","99915","00000359",".","0","0","0"
"DDS15","","04/06/16","04/06/16","11308.91","yes","9749.06","0","0","0","16","0","0","100121","00000360","3123","0","0","0"
"CCA95","","06/06/16","06/06/16","84029.63","yes","72439.34","0","0","71929","16","0","0","101001","00000361",".","0","0","0"
