"Numren","Claart","Precio","Cant","Des","Estado","Costo","Piva","Pimp2","Nummov","Numfac","Numped","Pedren","canfon"
"27","03PTR6214","20.7","1145","0","yes","21.6","16","0","4143107","00011065","","0","0"
"28","03TC301","181.953","100","0","yes","201.122","16","0","4143107","00011065","","0","0"
"1","01ARE","448.27586","3","0","yes","448.27586","16","0","4143853","00011069","","0","0"
"1","01BLO15","11.2069","2000","0","yes","7.75862","16","0","4143941","00011066","","0","0"
"1","01PIED","405.17241","14","0","yes","474.13793","16","0","4143946","00011067","","0","0"
"1","01COMB34","336.2069",".5","0","yes","336.2069","16","0","4143951","00011068","","0","0"
"2","01ARE","448.27586",".5","0","yes","448.27586","16","0","4143951","00011068","","0","0"
"1","06PEG50","15.94267","15","0","yes","16.958","16","0","4144832","00011070","","0","0"
"2","06PESPPS","55.63","25","0","yes","55.62","16","0","4144832","00011070","","0","0"
"3","06PENS3","91.6","25","0","yes","91.6","16","0","4144832","00011070","","0","0"
"4","06PEGAMM","36.41339","171","0","yes","35.6011","16","0","4144832","00011070","","0","0"
"1","03TUBINOX3416","239.41","1","0","yes","272.41333","16","0","4145181","00011071","","0","0"
"3","06COLCN","51.84","24","0","yes","49.85","16","0","4145240","00011072","","0","0"
"4","06COLCR","51.84","24","0","yes","51.84","16","0","4145240","00011072","","0","0"
"1","06COLCAZ","65.6","24","0","yes","65.6","16","0","4145240","00011072","","0","0"
"2","06COLCC","51.84","24","0","yes","51.84","16","0","4145240","00011072","","0","0"
"1","01BE124","9.4","780","0","yes","0","16","0","4145385","00011074","","0","0"
"1","01BAB1030","10.6312","7680","0","yes","10.6312","16","0","4146338","00011075","","0","0"
"1","01CEMCAZ50","150","1020","0","yes","150","16","0","4146596","00011076","","0","0"
"1","01CEMBIG","2508.6208","49.93","0","yes","2508.6208","16","0","4146838","00011077","","0","0"
"1","01CEMBIG","2508.6208","50.33","0","yes","2508.6208","16","0","4147381","00011078","","0","0"
"1","01ARE","448.27586","3","0","yes","448.27586","16","0","4148976","00011079","","0","0"
"2","01COMB34","336.2069","5","0","yes","336.2069","16","0","4148976","00011079","","0","0"
"1","01BLO12","7.75862","2500","0","yes","7.75862","16","0","4150370","00011080","","0","0"
"1","01BAB1030","10.6312","7680","0","yes","10.6312","16","0","4150600","00011081","","0","0"
"1","01BLO15","7.7585","1200","0","yes","7.7585","16","0","4151738","00011082","","0","0"
"1","01COMB34","336.2069","1","0","yes","336.2069","16","0","4151854","00011083","","0","0"
"1","01ARE","448.27586","2","0","yes","448.27586","16","0","4152431","00011084","","0","0"
"1","01ARECOS","491.3793","1","0","yes","491.3793","16","0","4152561","00011085","","0","0"
"1","01CEMCAZ50","150","1020","0","yes","150","16","0","4153226","00011086","","0","0"
"1","05IMPTHE19","826.87","20","0","yes","826.8685","16","0","4153313","00011087","","0","0"
"2","06IMPTR19","826.87","20","0","yes","826.87","16","0","4153313","00011087","","0","0"
"3","0662800",".01","20","0","yes",".01","16","0","4153313","00011087","","0","0"
"1","01CAL","59.3492","1400","0","yes","65.125","16","0","4154984","00011088","","0","0"
"1","03TAB38","27.2","3165","0","yes","37.5","16","0","4156258","00011089","","0","0"
"1","01BLO15","7.7585","2000","0","yes","7.7585","16","0","4157351","00011093","","0","0"
"1","01COMB34","336.2069","2","0","yes","336.2069","16","0","4157377","00011090","","0","0"
"2","01ARE","448.27586","1","0","yes","448.27586","16","0","4157377","00011090","","0","0"
"1","01ARE","448.27586","1","0","yes","448.27586","16","0","4157383","00011091","","0","0"
"1","01CEMCAZ50","150","1020","0","yes","150","16","0","4157418","00011092","","0","0"
"1","03LA10126300","348","30","0","yes","396.3","16","0","4157897","00011094","","0","0"
"2","03LA10126350","406","20","0","yes","496.59","16","0","4157897","00011094","","0","0"
"3","03LA10126400","464","30","0","yes","528.4","16","0","4157897","00011094","","0","0"
"4","03LA10126450","522","20","0","yes","594.47","16","0","4157897","00011094","","0","0"
"5","03LA10126500","580","30","0","yes","660.52","16","0","4157897","00011094","","0","0"
"6","03LA10126550","638","20","0","yes","780.36","16","0","4157897","00011094","","0","0"
"7","03LA10126600","696","150","0","yes","792.6","16","0","4157897","00011094","","0","0"
"1","BHZI75","80","56","0","yes","80","0","0","4158058","00011095","","0","0"
"1","05MULCVETU","126.32","20","0","yes","115.588","16","0","4158352","00011099","","0","0"
"2","05VAL12","118.14","40","0","yes","111.911","16","0","4158352","00011099","","0","0"
"3","05VFB","136.57","30","0","yes","124.9548","16","0","4158352","00011099","","0","0"
"4","05FLOPTIN","57.99","30","0","yes","53.058","16","0","4158352","00011099","","0","0"
"1","01CAS661","28.8","500","0","yes","28.8","16","0","4158370","00011096","","0","0"
"2","01CAS651","24","1000","0","yes","24","16","0","4158370","00011096","","0","0"
"3","01CAS111","33.782","100","0","yes","33.782","16","0","4158370","00011096","","0","0"
"1","05TINRT450","1697.1","5","0","yes","1697.102","16","0","4158401","00011097","","0","0"
"1","0623209","132.75","20","0","yes","113.3614","16","0","4158429","00011098","","0","0"
"1","01BLO10","7.5","2081","0","yes","7.5","16","0","4159266","00011100","","0","0"
"1","01VAR34R","423.68995","245","0","yes","450.03916","16","0","4159842","00011106","","0","0"
"2","01VAR112R","186.60509","850","0","yes","200.99432","16","0","4159842","00011106","","0","0"
"3","01VAR38R","104.56609","2948","0","yes","111.0554","16","0","4159842","00011106","","0","0"
"1","01BLO15","7.7585","400","0","yes","7.7585","16","0","4160394","00011101","","0","0"
"1","08ROS4","11.0732","300","0","yes","11.0827","16","0","4161942","00011102","","0","0"
"1","06226661","388.63425","5","0","yes","422.58","16","0","4161947","00011103","","0","0"
"2","06226116","388.63425","5","0","yes","465","16","0","4161947","00011103","","0","0"
"1","01ARECOS","491.3793","2","0","yes","491.3793","16","0","4162007","00011104","","0","0"
"1","05BRIFL3","84.91","20","0","yes","88.06","16","0","4162011","00011105","","0","0"
"2","05BRIDAFNM","85.04","50","0","yes","85.04","16","0","4162011","00011105","","0","0"
"3","05PSA006","150.66","30","0","yes","150.66","16","0","4162011","00011105","","0","0"
"4","05JUEGHH","92.03","30","0","yes","92.03","16","0","4162011","00011105","","0","0"
"5","05COFLEXC","49.11","40","0","yes","31.57","16","0","4162011","00011105","","0","0"
"1","01ARE","448.27586","1","0","yes","448.27586","16","0","4163237","00011107","","0","0"
"1","01BLO15","7.7585","2000","0","yes","7.7585","16","0","4164035","00011108","","0","0"
"2","01BLO10","7.5","19","0","yes","7.5","16","0","4164035","00011108","","0","0"
"1","01COMB34","336.2069","1","0","yes","336.2069","16","0","4164111","00011109","","0","0"
"1","02PANLIG12","115.99","700","0","yes","112.67","16","0","4164153","00011221","","0","0"
"2","02PANGU","148.68","200","0","yes","148.68","16","0","4164153","00011221","","0","0"
"3","02COMPP","383.96","49","0","yes","350.14","16","0","4164153","00011221","","0","0"
"4","02CINJ","59.37","160","0","yes","59.37","16","0","4164153","00011221","","0","0"
"5","02COME28","334.99","36","0","yes","334.99","16","0","4164153","00011221","","0","0"
"6","02EPP6305","50.03","1200","0","yes","54.45","16","0","4164153","00011221","","0","0"
"7","02ECAG6305","40.44","600","0","yes","44.01","16","0","4164153","00011221","","0","0"
"8","02ECAG4305","33.68","1440","0","yes","33.68","16","0","4164153","00011221","","0","0"
"9","02EPG4305","41.14","1920","0","yes","44.77","16","0","4164153","00011221","","0","0"
"10","02ANGA","20.22","400","0","yes","22.01","16","0","4164153","00011221","","0","0"
"11","02EES305","23.75","200","0","yes","25.85","16","0","4164153","00011221","","0","0"
"1","01CEMCAZ50","150","1020","0","yes","150","16","0","4164437","00011110","","0","0"
"1","01MALSOL10","12.5625","9000","0","yes","13.94","16","0","4165161","00011111","","0","0"
"2","01MALSOL6","26.6325","7000","0","yes","28.49","16","0","4165161","00011111","","0","0"
"3","01ALAM","15.3765","1075","0","yes","18.05","16","0","4165161","00011111","","0","0"
"1","01BLO15","7.7585","2000","0","yes","7.7585","16","0","4165190","00011112","","0","0"
"1","05TUBPVCN3","15.4997","600","0","yes","17.8296","16","0","4165316","00011115","","0","0"
"2","05TUBPVCN6","57.16578","90","0","yes","60.6338","16","0","4165316","00011115","","0","0"
"3","05REDPVC42","9.2782","40","0","yes","7.9205","16","0","4165316","00011115","","0","0"
"4","05RBPVC134","4.2148","50","0","yes","4.481","16","0","4165316","00011115","","0","0"
"5","05RBPVC112","4.2148","50","0","yes","5.79567","16","0","4165316","00011115","","0","0"
"1","01COMB34","336.2069","1","0","yes","336.2069","16","0","4165775","00011114","","0","0"
"9","0648278","4.3785","20","0","yes","4.01","16","0","4165895","00011113","","0","0"
"10","0621381","40.135","4","0","yes","35.7588","16","0","4165895","00011113","","0","0"
"11","06VALCH1","215.26","6","0","yes","215.26","16","0","4165895","00011113","","0","0"
"12","05PICH2","259.0425","12","0","yes","259.04","16","0","4165895","00011113","","0","0"
"13","05PICH114","113.10333","3","0","yes","156.6","16","0","4165895","00011113","","0","0"
"29","05CESPFF","43.052","30","0","yes","32.835","16","0","4165895","00011113","","0","0"
"30","0549365","35.48688","32","0","yes","35.3975","16","0","4165895","00011113","","0","0"
"31","0649370","32.50792","24","0","yes","32.50792","16","0","4165895","00011113","","0","0"
"32","06GUAPVC","21.16125","24","0","yes","21.16167","16","0","4165895","00011113","","0","0"
"33","0614245","54.72708","24","0","yes","54.72708","16","0","4165895","00011113","","0","0"
"25","06RUE8","89.84167","12","0","yes","89.5477","16","0","4165895","00011113","","0","0"
"26","06MF","25.53917","12","0","yes","25.53944","16","0","4165895","00011113","","0","0"
"27","06CINT12","2.9188","200","0","yes","2.9188","16","0","4165895","00011113","","0","0"
"28","058338","46.95625","24","0","yes","47.43","16","0","4165895","00011113","","0","0"
"19","0627175","24.51333","12","0","yes","24.51333","16","0","4165895","00011113","","0","0"
"20","05ESCC1324","112.31167","6","0","yes","112.31167","16","0","4165895","00011113","","0","0"
"21","0612166","98.51","6","0","yes","87.56333","16","0","4165895","00011113","","0","0"
"22","0617116","2572.64","1","0","yes","2572.65","0","0","4165895","00011113","","0","0"
"23","0619233","584.17","2","0","yes","584.16","16","0","4165895","00011113","","0","0"
"24","0548605","45.91208","24","0","yes","45.91167","16","0","4165895","00011113","","0","0"
"34","06GUANH","14.59375","24","0","yes","14.59375","16","0","4165895","00011113","","0","0"
"35","0619963","383.09","4","0","yes","383.09","16","0","4165895","00011113","","0","0"
"36","0610765","580.11","2","0","yes","580.11","16","0","4165895","00011113","","0","0"
"37","0648006","26.38167","12","0","yes","26.381","16","0","4165895","00011113","","0","0"
"14","0546210","12.405","30","0","yes","12.405","16","0","4165895","00011113","","0","0"
"15","05REDCOB134","19.702","20","0","yes","28.35","16","0","4165895","00011113","","0","0"
"16","0846054","19.95265","200","0","yes","0","16","0","4165895","00011113","","0","0"
"17","0846056","7.50735","400","0","yes","0","16","0","4165895","00011113","","0","0"
"18","0612973","16.7925","12","0","yes","16.78333","16","0","4165895","00011113","","0","0"
"1","0848018","39.195","6","0","yes","39.195","16","0","4165895","00011113","","0","0"
"2","0846052","7.50735","400","0","yes","7.90885","16","0","4165895","00011113","","0","0"
"3","0846060","7.50735","400","0","yes","7.90885","16","0","4165895","00011113","","0","0"
"4","0846050T","19.95265","200","0","yes","0","16","0","4165895","00011113","","0","0"
"5","0649185","67.08333","6","0","yes","67.08333","16","0","4165895","00011113","","0","0"
"6","0648277","4.01333","30","0","yes","4.013","16","0","4165895","00011113","","0","0"
"7","08482790","4.743","20","0","yes","0","16","0","4165895","00011113","","0","0"
"8","06GRAPP6","4.378","30","0","yes","4.378","16","0","4165895","00011113","","0","0"
"1","05ADAPMPK12","55.6847","100","0","yes","52.8212","16","0","4165925","00011116","","0","0"
"2","05PHAD1258","59.83475","40","0","yes","52.82","16","0","4165925","00011116","","0","0"
"3","05COPRP12","76.1359","100","0","yes","76.8745","16","0","4165925","00011116","","0","0"
"1","05PEGAD240","69.86396","96","0","yes","69.86389","16","0","4165938","00011117","","0","0"
"2","05PEGAD500","115.728","40","0","yes","115.7295","16","0","4165938","00011117","","0","0"
"3","05PEGACPVC50","21.932","24","0","yes","21.93208","16","0","4165938","00011117","","0","0"
"1","05COPPVC23","1.32647","150","0","yes","1.625","16","0","4165952","00011118","","0","0"
"1","01CEMAGR","2353.4482","50.21","0","yes","2353.4482","16","0","4166724","00011120","","0","0"
"1","01BLO15","7.7585","2000","0","yes","7.7585","16","0","4167109","00011121","","0","0"
"1","01ARM123H","91.273","800","0","yes","114.342","16","0","4167114","00011122","","0","0"
"2","01ARM1543H","96.288","1000","0","yes","102.51","16","0","4167114","00011122","","0","0"
"3","01ARM204H","98.294","1400","0","yes","102.51","16","0","4167114","00011122","","0","0"
"4","03VCUA12","22.1663","1720","0","yes","26.029","16","0","4167114","00011122","","0","0"
"5","03VCUA38","22.4672","1680","0","yes","27.50756","16","0","4167114","00011122","","0","0"
"6","03VCAR12","22.6678","1680","0","yes","26.94","16","0","4167114","00011122","","0","0"
"7","01MAS44","36.7098","1200","0","yes","39.9194","16","0","4167114","00011122","","0","0"
"1","01COMB34","336.2069","1.5","0","yes","336.2069","16","0","4167648","00011123","","0","0"
"1","01CEMCAZ50","150","1020","0","yes","150","16","0","4167843","00011124","","0","0"
"1","01YEM","67","900","0","yes","64","16","0","4167848","00011125","","0","0"
"1","08CAB8","18.6","300","0","yes","18.98","16","0","4168099","00011126","","0","0"
"2","08POL12","2.00768","1500","0","yes","1.99996","16","0","4168099","00011126","","0","0"
"3","08POL1234","3.96448","1500","0","yes","3.9646","16","0","4168099","00011126","","0","0"
"1","01COMB34","293.10345","12","0","yes","336.2069","16","0","4168353","00011127","","0","0"
"1","01PIED","474.13793","3","0","yes","405.17241","16","0","4168961","00011128","","0","0"
"2","04HPPB14112","1.7055","2000","0","yes","1.7055","16","0","4169098","00011129","","0","0"
"1","04HPPB141","1.431","8100","0","yes","1.431","16","0","4169098","00011129","","0","0"
"1","03LAP10126350","564.608","5","0","yes","407.82","16","0","4169132","00011130","","0","0"
"1","03121CH20","27.6","360","0","yes","31","16","0","4169153","00011131","","0","0"
"2","03LN41018","917.447","50","0","yes","959.30421","16","0","4169153","00011131","","0","0"
"3","03LN41016","1130.22","30","0","yes","1413.52338","16","0","4169153","00011131","","0","0"
"4","03LN41024","452.088","20","0","yes","568.2402","16","0","4169153","00011131","","0","0"
"5","03LG41026","347.75","30","0","yes","467.4668","16","0","4169153","00011131","","0","0"
"6","03LG31026","266.1","30","0","yes","358.4468","16","0","4169153","00011131","","0","0"
"7","03LN31018","691.075","50","0","yes","858.28937","16","0","4169153","00011131","","0","0"
"8","03126CHC20","27.6","390","0","yes","23.5","16","0","4169153","00011131","","0","0"
"9","03LN31014","891.618","20","0","yes","902.694","16","0","4169153","00011131","","0","0"
"1","01ALREC","17","7060","0","yes","21.1099","16","0","4169188","00011132","","0","0"
"1","01BLO15","7.75862","2000","0","yes","7.7585","16","0","4169233","00011134","","0","0"
"1","01COMB34","293.10345","7","0","yes","293.10345","16","0","4169459","00011133","","0","0"
"2","01ARE","405.17241","7","0","yes","448.27586","16","0","4169459","00011133","","0","0"
"1","01CEMBIG","2508.6208","50.07","0","yes","2508.6208","16","0","4170018","00011135","","0","0"
"1","BHZI75","80","32","0","yes","80","0","0","4170311","00011136","","0","0"
"1","05CODPL12","2.98375","200","0","yes","3.31529","16","0","4170676","00011141","","0","0"
"11","05TAPPL12","3.75913","150","0","yes","4.5076","16","0","4170676","00011141","","0","0"
"12","05TEEPL34","8.30058","225","0","yes","9.9459","16","0","4170676","00011141","","0","0"
"13","05TEEPL1","15.95017","60","0","yes","19.13025","16","0","4170676","00011141","","0","0"
"14","05TUEP12","68.21825","40","0","yes","83.62075","16","0","4170676","00011141","","0","0"
"15","08PVAL12","73.5212","50","0","yes","90.7663","16","0","4170676","00011141","","0","0"
"2","05CODPL34","4.43065","200","0","yes","5.30753","16","0","4170676","00011141","","0","0"
"3","05CODPL1","12.302","60","0","yes","13.669","16","0","4170676","00011141","","0","0"
"4","05CODPLH","25.00542","120","0","yes","30.87","16","0","4170676","00011141","","0","0"
"5","05CONPH12","23.03938","240","0","yes","25.5985","16","0","4170676","00011141","","0","0"
"6","05CONP34","31.4784","100","0","yes","37.72975","16","0","4170676","00011141","","0","0"
"7","05COPL12","3.3299","500","0","yes","3.697","16","0","4170676","00011141","","0","0"
"8","05COPPL1","9.61585","200","0","yes","10.6766","16","0","4170676","00011141","","0","0"
"9","05TEEPL12","4.403","240","0","yes","4.89","16","0","4170676","00011141","","0","0"
"10","05PLJLR20","298.024","10","0","yes","341.7367","16","0","4170676","00011141","","0","0"
"16","08PVAL34","101.8772","50","0","yes","123.30467","16","0","4170676","00011141","","0","0"
"17","05TUBPL12","54.9954","300","0","yes","61.105","16","0","4170676","00011141","","0","0"
"18","05TUBPL34","102.9015","200","0","yes","114.3354","16","0","4170676","00011141","","0","0"
"1","BHZI75","80","63","0","yes","80","0","0","4170754","00011137","","0","0"
"1","01CEMCAZ50","150","1020","0","yes","150","16","0","4170852","00011138","","0","0"
"1","05TINRTT1100","2510.698","10","0","yes","2568.8","16","0","4171117","00011139","","0","0"
"1","05CI2800EQ","9136.789","1","0","yes","10686","16","0","4171122","00011140","","0","0"
"1","01CEMBIG","2508.6208","50.08","0","yes","2508.6208","16","0","4171349","00011142","","0","0"
"1","01COMB34","336.2069","1","0","yes","293.10345","16","0","4174209","00011143","","0","0"
"2","01ARE","448.27586","1","0","yes","405.17241","16","0","4174209","00011143","","0","0"
"2","05TPH2","6.924","20","0","yes","7.21","16","0","4174233","00011144","","0","0"
"1","05RBPVC134","4.112","50","0","yes","4.2148","16","0","4174233","00011144","","0","0"
"1","01ARE","448.27586","1","0","yes","448.27586","16","0","4174403","00011145","","0","0"
"1","08POLF34","4.27957","2000","0","yes","5.1788","16","0","4174408","00011146","","0","0"
"2","05REDPVC42","9.2782","10","0","yes","9.2782","16","0","4174408","00011146","","0","0"
"1","01LADRIDLL","4.52","12480","0","yes","4.15","16","0","4174432","00011147","","0","0"
"2","01BAB1030","10.63","4608","0","yes","10.6312","16","0","4174432","00011147","","0","0"
"1","052264","28.8114","50","0","yes","28.0685","16","0","4174440","00011148","","0","0"
"2","052259","33.1626","50","0","yes","33.1625","16","0","4174440","00011148","","0","0"
"1","0668515","768.55","10","0","yes","730.12","16","0","4175441","00011149","","0","0"
"1","BHZI75","80","32","0","yes","80","0","0","4175553","00011150","","0","0"
"1","06MAG150","18.98741","360","0","yes","19.13346","16","0","4176489","00011152","","0","0"
"2","06MAG175050","13.55336","675","0","yes","13.66008","16","0","4176489","00011152","","0","0"
"3","06REDG140","918.78425","22","0","yes","918.28173","16","0","4176489","00011152","","0","0"
"4","06ALAPUVAQ","614.19117","71","0","yes","613.66073","16","0","4176489","00011152","","0","0"
"1","01COMB34","336.2069","1","0","yes","336.2069","16","0","4176609","00011151","","0","0"
"1","01MALSOL6","25.9772","1000","0","yes","26.6325","16","0","4177477","00011153","","0","0"
"1","01COMB34","336.2069","5","0","yes","336.2069","16","0","4179921","00011154","","0","0"
"1","01ALAM","15.3765","9011.5","0","yes","15.3765","16","0","4179925","00011155","","0","0"
"1","01EST1530","18.59249","1385","0","yes","18.49","16","0","4180002","00011156","","0","0"
"1","01CEMAGR","2353.4482","50.22","0","yes","2353.4482","16","0","4180007","00011157","","0","0"
"1","01ES","80.4379","900","0","yes","82.083","16","0","4180981","00011158","","0","0"
"1","01ALREC","17","3060","0","yes","17","16","0","4181214","00011159","","0","0"
"1","03PI3011240","1863.31","6","0","yes","0","16","0","4181291","00011160","","0","0"
"2","03PI3021240","3106.83","1","0","yes","0","16","0","4181291","00011160","","0","0"
"1","BHZI75","80","28","0","yes","80","0","0","4182434","00011161","","0","0"
"1","0647234","79.14583","12","0","yes","79.14333","16","0","4182570","00011162","","0","0"
"2","05VALER112","273.6375","12","0","yes","273.64","16","0","4182570","00011162","","0","0"
"3","0616683","395.7025","4","0","yes","395.7","16","0","4182570","00011162","","0","0"
"4","0644350",".31377","3000","0","yes",".70128","16","0","4182570","00011162","","0","0"
"5","04HTAQ14",".20432","2400","0","yes",".24518","16","0","4182570","00011162","","0","0"
"6","04HTAQ516",".29188","1800","0","yes",".26269","16","0","4182570","00011162","","0","0"
"7","0649245","69.322","10","0","yes","69.32125","16","0","4182570","00011162","","0","0"
"8","0644489","4.92844","390","0","yes","6.03014","16","0","4182570","00011162","","0","0"
"9","0644486","3.76885","340","0","yes","2.19064","16","0","4182570","00011162","","0","0"
"10","0649242","98.50875","8","0","yes","98.51","16","0","4182570","00011162","","0","0"
"11","0617476","35.755","10","0","yes","40.134","16","0","4182570","00011162","","0","0"
"12","0617542","35.755","10","0","yes","40.134","16","0","4182570","00011162","","0","0"
"13","0615131","75.8525","12","0","yes","72.24","16","0","4182570","00011162","","0","0"
"14","05CODCP9034","2.5539","200","0","yes","2.55383","16","0","4182570","00011162","","0","0"
"15","05COPCP12","1.09455","200","0","yes","1.09455","16","0","4182570","00011162","","0","0"
"16","05COPCP34","1.82425","200","0","yes","1.82425","16","0","4182570","00011162","","0","0"
"17","05CPR11234","1.09455","200","0","yes","1.0945","16","0","4182570","00011162","","0","0"
"18","05REDCPVC134","2.1891","100","0","yes","2.189","16","0","4182570","00011162","","0","0"
"19","05TEECPVCC12","1.82425","120","0","yes","1.82425","16","0","4182570","00011162","","0","0"
"20","05TEECPVC34","3.64845","200","0","yes","3.6485","16","0","4182570","00011162","","0","0"
"21","05TUEUC12","7.297","100","0","yes","7.297","16","0","4182570","00011162","","0","0"
"22","05TUEUC34","10.9454","100","0","yes","10.9455","16","0","4182570","00011162","","0","0"
"23","05VALBCP12","18.2426","50","0","yes","18.2426","16","0","4182570","00011162","","0","0"
"24","05VALBCP34","28.4586","50","0","yes","28.4584","16","0","4182570","00011162","","0","0"
"25","06AUT1","1.53235","200","0","yes","1.4594","16","0","4182570","00011162","","0","0"
"26","06CINAIS6018","9.48604","48","0","yes","12.28","16","0","4182570","00011162","","0","0"
"27","0650152","8.53458","24","0","yes","7.9049","16","0","4182570","00011162","","0","0"
"28","0622462","69.32167","6","0","yes","0","16","0","4182570","00011162","","0","0"
"1","01COMB34","336.2069","1","0","yes","336.2069","16","0","4182695","00011163","","0","0"
"1","01COMB34","336.2069","1","0","yes","336.2069","16","0","4182702","00011164","","0","0"
"1","01COMB34","336.2069","1","0","yes","336.2069","16","0","4182721","00011165","","0","0"
"1","01CEMBIG","2508.6208","49.82","0","yes","2508.6208","16","0","4184151","00011166","","0","0"
"1","01COMB34","336.2069","1","0","yes","336.2069","16","0","4184673","00011167","","0","0"
"1","04DA451078","3.9","400","0","yes","0","16","0","4185414","00011168","","0","0"
"2","04HDD412","19.97","200","0","yes","19.97","16","0","4185414","00011168","","0","0"
"3","04DLG40","22.89","100","0","yes","22.89","16","0","4185414","00011168","","0","0"
"4","04HDILA","22.89","150","0","yes","22.89","16","0","4185414","00011168","","0","0"
"5","04HDISLAM","22.89","100","0","yes","22.89","16","0","4185414","00011168","","0","0"
"6","04ESF1","5.44","100","0","yes","7.52","16","0","4185414","00011168","","0","0"
"7","04ESF1D","12.41","100","0","yes","16.92","16","0","4185414","00011168","","0","0"
"8","04HBISPR100","2.03","200","0","yes","2.23","16","0","4185414","00011168","","0","0"
"9","04BISLB4RF","22.84","210","0","yes","22.84","16","0","4185414","00011168","","0","0"
"10","04HTEJ112","30.75","25","0","yes","30.75","16","0","4185414","00011168","","0","0"
"11","04HTEJ114","23.09","25","0","yes","23.09","16","0","4185414","00011168","","0","0"
"12","04HBISTU1","24.73","60","0","yes","28.96","16","0","4185414","00011168","","0","0"
"13","04FVFD0146","134.51","10","0","yes","190","16","0","4185414","00011168","","0","0"
"14","04HBISTU34","9.97","100","0","yes","10.93","16","0","4185414","00011168","","0","0"
"15","04HRGC2","235.43","20","0","yes","169.69009","16","0","4185414","00011168","","0","0"
"16","04HRGC212","327.22","10","0","yes","288.65","16","0","4185414","00011168","","0","0"
"17","04RFV4CJA","395.47","5","0","yes","334.4","16","0","4185414","00011168","","0","0"
"18","04HPACP2","7.43","50","0","yes","6.52","16","0","4185414","00011168","","0","0"
"19","04HPACP4","9.86","50","0","yes","8.67","16","0","4185414","00011168","","0","0"
"20","04HPASR05","12.72","200","0","yes","12.72","16","0","4185414","00011168","","0","0"
"21","04HPASR25","39.72","100","0","yes","39.72","16","0","4185414","00011168","","0","0"
"22","04HPOR","14.68","100","0","yes","14.68","16","0","4185414","00011168","","0","0"
"23","04HCR162","18.02","100","0","yes","17.14","16","0","4185414","00011168","","0","0"
"24","04HCR16","39.27","100","0","yes","39.26","16","0","4185414","00011168","","0","0"
"25","04HRES","7.34","50","0","yes","7.34","16","0","4185414","00011168","","0","0"
"26","04HDDC412","5.84","150","0","yes","5.84","16","0","4185414","00011168","","0","0"
"1","01COMB34","293.10345","10","0","yes","336.2069","16","0","4186767","00011200","","0","0"
"1","0644487","2.9123","440","0","yes","0","16","0","4186771","00011201","","0","0"
"2","0644485","1.39284","920","0","yes","0","16","0","4186771","00011201","","0","0"
"3","0621641","4.743","60","0","yes","0","16","0","4186771","00011201","","0","0"
"4","0612591","18.97208","24","0","yes","18.9725","16","0","4186771","00011201","","0","0"
"5","0611753","868.34333","3","0","yes","941.312","16","0","4186771","00011201","","0","0"
"6","0623240","10.21583","24","0","yes","6.5673","16","0","4186771","00011201","","0","0"
"7","0545046","251.746","15","0","yes","251.746","16","0","4186771","00011201","","0","0"
"8","0613879","30.6475","24","0","yes","30.6475","16","0","4186771","00011201","","0","0"
"9","08CAJO4R","8.95471","240","0","yes","8.95469","16","0","4186771","00011201","","0","0"
"10","08CAJCHR","7.46224","384","0","yes","7.46","16","0","4186771","00011201","","0","0"
"11","05ADAPMCP1","4.3782","100","0","yes","2.972","16","0","4186771","00011201","","0","0"
"12","05COD145","4.37817","60","0","yes","3.564","16","0","4186771","00011201","","0","0"
"13","0616542","470.655","2","0","yes","470.655","16","0","4186771","00011201","","0","0"
"14","06TC0561","266.34","4","0","yes","229.855","16","0","4186771","00011201","","0","0"
"15","0616027","1806.01","1","0","yes","2006.67","16","0","4186771","00011201","","0","0"
"16","0616743","715.835","2","0","yes","795.38","16","0","4186771","00011201","","0","0"
"17","0545272","5655.159","1","0","yes","5089.64","16","0","4186771","00011201","","0","0"
"18","05CALEE85","3466.07","1","0","yes","3466.07","16","0","4186771","00011201","","0","0"
"19","06CINT1","5.1079","100","0","yes","5.108","16","0","4186771","00011201","","0","0"
"20","06CINT12","2.9188","200","0","yes","2.9188","16","0","4186771","00011201","","0","0"
"21","0612592","28.45792","24","0","yes","28.45833","16","0","4186771","00011201","","0","0"
"22","0443736","12.81333","6","0","yes","13.13333","16","0","4186771","00011201","","0","0"
"23","0443741","18.845","12","0","yes","18.97167","16","0","4186771","00011201","","0","0"
"24","08SOQCCC","10.9455","40","0","yes","10.9455","16","0","4186771","00011201","","0","0"
"25","06REGIUSA1","85.59917","24","0","yes","84.83833","16","0","4186771","00011201","","0","0"
"26","05LLAAST","25.53958","48","0","yes","25.34792","16","0","4186771","00011201","","0","0"
"27","05LLAESOL","162.05917","12","0","yes","272.31","16","0","4186771","00011201","","0","0"
"28","06FRANG","12.4508","50","0","yes","9.091","16","0","4186771","00011201","","0","0"
"1","01CEMAGR","2353.4482","49.91","0","yes","2353.4482","16","0","4187021","00011169","","0","0"
"1","01CEMCAZ50","150","1020","0","yes","150","16","0","4187713","00011170","","0","0"
"1","01PAB","49.745","1800","0","yes","50.75887","16","0","4188145","00011171","","0","0"
"1","01ES","80.4379","90","0","yes","80.4379","16","0","4188150","00011172","","0","0"
"1","01PIED","474.13793","1","0","yes","474.13793","16","0","4188865","00011173","","0","0"
"1","01PAB","50.75887","180","0","yes","50.75887","16","0","4189582","00011174","","0","0"
